"Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","Id"
102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,389
126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,390
168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,391
105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,392
206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,393
217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,394
278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,396
138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,397
181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,399
121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,401
221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,402
145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,403
222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,404
183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,405
264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,406
146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,407
127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,409
187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,410
178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,411
97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,412
259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,413
256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,414
169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,415
239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,418
142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,419
184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,420
206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,421
259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,422
203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,423
248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,424
221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,425
192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,426
122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,427
104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,428
173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,429
119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,430
178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,432
243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,433
155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,434
288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,435
240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,436
190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,437
155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,439
153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,440
273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,441
155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,442
133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,443
246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,444
165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,445
59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3,446
138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,447
286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,448
117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,449
264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,450
127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,451
225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,452
149,115,25.33,245.3,105,20.85,260,94,11.7,8.3,3,2.24,453
198.9,77,33.81,274,88,23.29,190.7,76,8.58,14.3,9,3.86,454
98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,457
159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,458
190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,459
184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,460
261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,461
147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,462
106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,463
133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,464
193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,465
170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,468
70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3,469
194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,470
240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,471
75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,472
69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,473
214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4,475
148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,476
258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,477
149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,478
149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,479
190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,480
181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,481
151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,482
155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,483
149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,484
222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,485
149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,486
233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,487
204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,488
242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0,0,0,489
150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,490
208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,491
119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,494
273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,495
156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3,496
178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,497
177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,498
175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,500
114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,501
251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,502
217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,504
206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,505
159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,506
143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,507
186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,509
124,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,511
198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4,512
172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,513
217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,514
93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,516
98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,517
214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,518
168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,519
202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,520
261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,521
253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,523
45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,524
231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,525
47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,526
227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,527
40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,528
124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,529
68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,530
163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,531
163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,532
213.7,61,36.33,253,104,21.51,207.7,73,9.35,10.7,5,2.89,533
201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,534
310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,535
48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,536
171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,537
166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,538
216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,539
107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,540
141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11,541
209.9,77,35.68,158,52,13.43,141.9,113,6.39,6.6,1,1.78,542
234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,544
103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,545
129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21,546
100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,549
237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,550
224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,552
78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,554
148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,555
194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,556
159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,557
194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,558
131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,560
160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89,561
146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,562
200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,563
145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,564
229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,565
211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,566
121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,567
216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,568
293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,569
181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,571
74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,572
62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,573
228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,574
309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,576
201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,577
149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,578
183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,579
186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,580
223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,582
164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,583
150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,584
55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,586
221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,587
169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2,588
80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32,590
218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,591
125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,592
176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,593
207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,594
205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,595
151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0,0,0,596
157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,597
160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,598
159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,599
214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,600
102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,601
202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,603
57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,604
169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,605
139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,607
142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,608
187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,609
146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,610
231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,611
193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,612
156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,613
239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,615
172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16,616
128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,617
130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14,6,3.78,618
195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,619
191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,621
122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,622
209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,623
215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,624
161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,625
144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,626
256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,628
112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,629
194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,631
100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,632
82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,633
146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,634
177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,635
153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,636
150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,637
180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,638
265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,639
128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,640
161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,641
165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,642
195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,643
213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,644
205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14,4,3.78,645
252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,646
235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,647
192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03,648
69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,649
235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,651
213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,652
206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,653
263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,654
183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,655
175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,657
242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,658
151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,659
138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,660
282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,662
211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,663
197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2,664
205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,665
181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,666
252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,667
193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,668
231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,669
200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,670
266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,671
118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,672
175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,673
125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,674
176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,675
241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,676
241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,677
217.1,99,36.91,236,68,20.06,118.3,120,5.32,9.4,4,2.54,678
195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,679
189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,681
123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,682
256.7,98,43.64,150.5,120,12.79,123,87,5.54,11.4,3,3.08,683
159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,684
100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3,685
30.9,113,5.25,187,113,15.9,230.8,101,10.39,8.6,7,2.32,686
223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,687
187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,688
315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,689
277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,690
189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,691
147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,692
185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,693
155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8,4,2.16,694
154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,695
97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,696
178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,697
149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,698
206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,699
216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11,9,2.97,700
103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,701
139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,702
191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,703
160,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,704
221.7,95,37.69,193,82,16.41,194.1,113,8.73,6.5,4,1.76,705
62.9,81,10.69,231,64,19.64,168.9,121,7.6,8.5,5,2.3,706
215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,707
165.3,97,28.1,223.5,118,19,260.8,72,11.74,7.6,7,2.05,708
94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,709
203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,710
195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,711
143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,712
114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,713
222.8,101,37.88,203,128,17.26,210.6,106,9.48,6.9,2,1.86,714
175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,715
234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,717
210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,718
182.3,124,30.99,169.9,110,14.44,184,116,8.28,9.3,3,2.51,719
190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,720
177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2,721
215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,723
137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,724
192.8,103,32.78,177,83,15.05,216.5,118,9.74,16.4,5,4.43,725
149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,726
143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,727
224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,728
261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,729
196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,730
207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8,1,2.16,732
300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,733
229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,734
187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,735
57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,736
159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,739
190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,740
230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,741
34,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,742
193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,743
202,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,744
191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,745
161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,746
150.6,85,25.6,119,128,10.12,232.9,123,10.48,6.4,2,1.73,747
184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,748
220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,749
167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11,6,2.97,750
154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,751
121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,752
182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,753
109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,754
209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,755
167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,756
213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,757
115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,758
276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,759
179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,760
187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,761
201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,762
189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,763
186.8,124,31.76,261,69,22.19,317.8,103,14.3,15,5,4.05,764
153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,765
187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,766
244.9,150,41.63,118,138,10.03,236,91,10.62,15.2,4,4.1,768
230.9,93,39.25,223,78,18.96,157.8,101,7.1,9.7,2,2.62,769
187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,770
170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,771
189.5,112,32.22,207,95,17.6,214.1,91,9.63,9.2,7,2.48,773
161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,775
169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,776
