"fecha","cp","tipo","transacciones","importe","importetotal","mes"
"2015-03-30",48002,"beauty",3,39.1,117.3,3
"2015-03-30",48002,"pharmacy",3,25.08,75.24,3
"2015-03-30",48002,"restaurant",1,10,10,3
"2015-03-30",48003,"pharmacy",10,20.96,209.6,3
"2015-03-30",48003,"beauty",8,110.25,882,3
"2015-03-30",48003,"foodsme",5,23.45,117.25,3
"2015-03-30",48003,"restaurant",5,60.28,301.4,3
"2015-03-30",48003,"fashionsme",2,79.85,159.7,3
"2015-03-30",48004,"pharmacy",27,27.91,753.57,3
"2015-03-30",48004,"beauty",16,57.93,926.88,3
"2015-03-30",48004,"fashionsme",12,60.47,725.64,3
"2015-03-30",48004,"foodsme",11,20.75,228.25,3
"2015-03-30",48004,"restaurant",4,25.16,100.64,3
"2015-03-30",48005,"fashionsme",69,89.46,6172.74,3
"2015-03-30",48005,"foodsme",17,41.04,697.68,3
"2015-03-30",48005,"restaurant",12,50.62,607.44,3
"2015-03-30",48005,"pharmacy",10,28.44,284.4,3
"2015-03-30",48005,"beauty",7,63.18,442.26,3
"2015-03-30",48006,"pharmacy",11,18.49,203.39,3
"2015-03-30",48006,"foodsme",9,43.18,388.62,3
"2015-03-30",48006,"fashionsme",5,73.04,365.2,3
"2015-03-30",48006,"beauty",4,29.3,117.2,3
"2015-03-30",48006,"restaurant",1,36.55,36.55,3
"2015-03-30",48007,"fashionsme",23,73.5,1690.5,3
"2015-03-30",48007,"pharmacy",16,33.02,528.32,3
"2015-03-30",48007,"foodsme",7,18.13,126.91,3
"2015-03-30",48007,"restaurant",2,85.05,170.1,3
"2015-03-30",48008,"restaurant",44,42.72,1879.68,3
"2015-03-30",48008,"fashionsme",43,102.14,4392.02,3
"2015-03-30",48008,"pharmacy",30,32.55,976.5,3
"2015-03-30",48008,"foodsme",17,50.63,860.71,3
"2015-03-30",48008,"beauty",8,39.38,315.04,3
"2015-03-30",48010,"beauty",23,42.79,984.17,3
"2015-03-30",48010,"fashionsme",20,58.75,1175,3
"2015-03-30",48010,"restaurant",18,52.65,947.7,3
"2015-03-30",48010,"foodsme",12,26.16,313.92,3
"2015-03-30",48010,"pharmacy",7,27.7,193.9,3
"2015-03-30",48011,"fashionsme",97,98.23,9528.31,3
"2015-03-30",48011,"pharmacy",31,27.08,839.48,3
"2015-03-30",48011,"restaurant",28,57.01,1596.28,3
"2015-03-30",48011,"beauty",15,79.14,1187.1,3
"2015-03-30",48011,"foodsme",2,36.18,72.36,3
"2015-03-30",48012,"pharmacy",15,23.31,349.65,3
"2015-03-30",48012,"fashionsme",9,44.95,404.55,3
"2015-03-30",48012,"foodsme",6,30.54,183.24,3
"2015-03-30",48012,"beauty",6,34.26,205.56,3
"2015-03-30",48012,"restaurant",3,24.83,74.49,3
"2015-03-30",48013,"foodsme",11,21.43,235.73,3
"2015-03-30",48013,"fashionsme",8,263.9,2111.2,3
"2015-03-30",48013,"pharmacy",8,18.36,146.88,3
"2015-03-30",48013,"restaurant",7,44.71,312.97,3
"2015-03-30",48013,"beauty",7,87.1,609.7,3
"2015-03-30",48014,"foodsme",26,39.61,1029.86,3
"2015-03-30",48014,"pharmacy",25,41.6,1040,3
"2015-03-30",48014,"beauty",13,34.15,443.95,3
"2015-03-30",48014,"restaurant",10,18.2,182,3
"2015-03-30",48014,"fashionsme",9,83.97,755.73,3
"2015-03-31",48001,"restaurant",59,63.92,3771.28,3
"2015-03-31",48001,"beauty",22,57.66,1268.52,3
"2015-03-31",48001,"fashionsme",18,58.83,1058.94,3
"2015-03-31",48001,"foodsme",11,120.72,1327.92,3
"2015-03-31",48001,"pharmacy",11,49.07,539.77,3
"2015-03-31",48002,"pharmacy",8,32.79,262.32,3
"2015-03-31",48002,"foodsme",3,34.78,104.34,3
"2015-03-31",48002,"beauty",2,60.2,120.4,3
"2015-03-31",48002,"fashionsme",2,67.93,135.86,3
"2015-03-31",48003,"pharmacy",9,41.49,373.41,3
"2015-03-31",48003,"beauty",6,57.44,344.64,3
"2015-03-31",48003,"restaurant",5,56.7,283.5,3
"2015-03-31",48003,"foodsme",5,48.28,241.4,3
"2015-03-31",48003,"fashionsme",1,157.3,157.3,3
"2015-03-31",48004,"pharmacy",24,39.68,952.32,3
"2015-03-31",48004,"foodsme",23,30.54,702.42,3
"2015-03-31",48004,"beauty",20,54.19,1083.8,3
"2015-03-31",48004,"fashionsme",14,50.35,704.9,3
"2015-03-31",48004,"restaurant",8,14.58,116.64,3
"2015-03-31",48005,"fashionsme",58,78.67,4562.86,3
"2015-03-31",48005,"restaurant",23,45.67,1050.41,3
"2015-03-31",48005,"foodsme",19,38,722,3
"2015-03-31",48005,"beauty",10,37.43,374.3,3
"2015-03-31",48005,"pharmacy",10,37.05,370.5,3
"2015-03-31",48006,"pharmacy",10,33.88,338.8,3
"2015-03-31",48006,"foodsme",7,71.71,501.97,3
"2015-03-31",48006,"beauty",6,52.77,316.62,3
"2015-03-31",48006,"fashionsme",4,44.93,179.72,3
"2015-03-31",48006,"restaurant",3,38.73,116.19,3
"2015-03-31",48007,"pharmacy",14,35.6,498.4,3
"2015-03-31",48007,"beauty",11,38.62,424.82,3
"2015-03-31",48007,"fashionsme",9,112.26,1010.34,3
"2015-03-31",48007,"restaurant",7,37.95,265.65,3
"2015-03-31",48007,"foodsme",6,20.06,120.36,3
"2015-03-31",48008,"fashionsme",41,67.56,2769.96,3
"2015-03-31",48008,"restaurant",36,42.45,1528.2,3
"2015-03-31",48008,"pharmacy",29,44.7,1296.3,3
"2015-03-31",48008,"beauty",12,51.5,618,3
"2015-03-31",48008,"foodsme",10,47.74,477.4,3
"2015-03-31",48010,"beauty",41,45.97,1884.77,3
"2015-03-31",48010,"foodsme",17,27.42,466.14,3
"2015-03-31",48010,"fashionsme",13,69.27,900.51,3
"2015-03-31",48010,"restaurant",6,22.74,136.44,3
"2015-03-31",48010,"pharmacy",5,27.77,138.85,3
"2015-03-31",48011,"fashionsme",88,88.64,7800.32,3
"2015-03-31",48011,"pharmacy",30,34.99,1049.7,3
"2015-03-31",48011,"beauty",28,82.72,2316.16,3
"2015-03-31",48011,"restaurant",26,45.65,1186.9,3
"2015-03-31",48011,"foodsme",7,49.93,349.51,3
"2015-03-31",48012,"fashionsme",22,46.77,1028.94,3
"2015-03-31",48012,"pharmacy",17,34.76,590.92,3
"2015-03-31",48012,"beauty",12,39.56,474.72,3
"2015-03-31",48012,"foodsme",10,47.69,476.9,3
"2015-03-31",48013,"beauty",22,48.41,1065.02,3
"2015-03-31",48013,"restaurant",13,52.61,683.93,3
"2015-03-31",48013,"foodsme",12,37.99,455.88,3
"2015-03-31",48013,"pharmacy",10,28.1,281,3
"2015-03-31",48013,"fashionsme",8,84.41,675.28,3
"2015-03-31",48014,"beauty",29,54.01,1566.29,3
"2015-03-31",48014,"pharmacy",24,39.49,947.76,3
"2015-03-31",48014,"foodsme",20,22.05,441,3
"2015-03-31",48014,"restaurant",10,48.98,489.8,3
"2015-03-31",48014,"fashionsme",7,24.55,171.85,3
"2015-03-31",48015,"beauty",23,53.36,1227.28,3
"2015-03-31",48015,"pharmacy",18,40.25,724.5,3
"2015-03-31",48015,"foodsme",11,28.04,308.44,3
"2015-03-31",48015,"fashionsme",6,36,216,3
"2015-03-31",48015,"restaurant",5,88.17,440.85,3
"2015-04-01",48002,"beauty",8,26.52,212.16,4
"2015-04-01",48002,"pharmacy",6,28.52,171.12,4
"2015-04-01",48002,"fashionsme",3,81.79,245.37,4
"2015-04-01",48002,"restaurant",1,22,22,4
"2015-04-01",48002,"foodsme",1,26.76,26.76,4
"2015-04-01",48003,"beauty",9,33.5,301.5,4
"2015-04-01",48003,"pharmacy",8,21.11,168.88,4
"2015-04-01",48003,"foodsme",5,29.22,146.1,4
"2015-04-01",48003,"restaurant",4,28.6,114.4,4
"2015-04-01",48003,"fashionsme",1,77.83,77.83,4
"2015-04-01",48004,"pharmacy",26,30.1,782.6,4
"2015-04-01",48004,"beauty",21,26.98,566.58,4
"2015-04-01",48004,"foodsme",20,25.17,503.4,4
"2015-04-01",48004,"fashionsme",9,58.01,522.09,4
"2015-04-01",48004,"restaurant",6,30.18,181.08,4
"2015-04-01",48005,"fashionsme",68,63.35,4307.8,4
"2015-04-01",48005,"foodsme",38,29.54,1122.52,4
"2015-04-01",48005,"restaurant",18,58.12,1046.16,4
"2015-04-01",48005,"pharmacy",10,28.55,285.5,4
"2015-04-01",48005,"beauty",6,99.29,595.74,4
"2015-04-01",48006,"foodsme",15,40.22,603.3,4
"2015-04-01",48006,"beauty",11,51.92,571.12,4
"2015-04-01",48006,"pharmacy",7,17.56,122.92,4
"2015-04-01",48006,"fashionsme",6,32.93,197.58,4
"2015-04-01",48006,"restaurant",3,33.58,100.74,4
"2015-04-01",48007,"pharmacy",20,34.88,697.6,4
"2015-04-01",48007,"beauty",15,45.33,679.95,4
"2015-04-01",48007,"foodsme",11,33.42,367.62,4
"2015-04-01",48007,"fashionsme",5,50.99,254.95,4
"2015-04-01",48007,"restaurant",3,21.36,64.08,4
"2015-04-01",48008,"restaurant",47,42.98,2020.06,4
"2015-04-01",48008,"fashionsme",47,77.01,3619.47,4
"2015-04-01",48008,"pharmacy",34,28.13,956.42,4
"2015-04-01",48008,"foodsme",20,51.39,1027.8,4
"2015-04-01",48008,"beauty",14,54.48,762.72,4
"2015-04-01",48009,"restaurant",69,67.98,4690.62,4
"2015-04-01",48009,"fashionsme",67,170.69,11436.23,4
"2015-04-01",48009,"beauty",59,64.26,3791.34,4
"2015-04-01",48009,"foodsme",36,32.56,1172.16,4
"2015-04-01",48009,"pharmacy",33,54.87,1810.71,4
"2015-04-01",48010,"beauty",45,41.95,1887.75,4
"2015-04-01",48010,"foodsme",18,44.33,797.94,4
"2015-04-01",48010,"restaurant",12,21.55,258.6,4
"2015-04-01",48010,"fashionsme",12,39.59,475.08,4
"2015-04-01",48010,"pharmacy",9,33.09,297.81,4
"2015-04-01",48011,"fashionsme",92,83.37,7670.04,4
"2015-04-01",48011,"restaurant",30,93.74,2812.2,4
"2015-04-01",48011,"pharmacy",29,32.66,947.14,4
"2015-04-01",48011,"beauty",17,52.31,889.27,4
"2015-04-01",48011,"foodsme",5,23.47,117.35,4
"2015-04-01",48012,"pharmacy",21,28.18,591.78,4
"2015-04-01",48012,"foodsme",18,34.22,615.96,4
"2015-04-01",48012,"beauty",8,79.31,634.48,4
"2015-04-01",48012,"fashionsme",8,27.86,222.88,4
"2015-04-01",48012,"restaurant",5,165.5,827.5,4
"2015-04-01",48013,"beauty",19,40.9,777.1,4
"2015-04-01",48013,"pharmacy",11,25.83,284.13,4
"2015-04-01",48013,"foodsme",9,80.73,726.57,4
"2015-04-01",48013,"restaurant",8,143.38,1147.04,4
"2015-04-01",48013,"fashionsme",8,199.98,1599.84,4
"2015-04-01",48014,"foodsme",43,33.38,1435.34,4
"2015-04-01",48014,"pharmacy",41,38.09,1561.69,4
"2015-04-01",48014,"beauty",19,54.49,1035.31,4
"2015-04-01",48014,"restaurant",14,34.51,483.14,4
"2015-04-01",48014,"fashionsme",12,51.96,623.52,4
"2015-04-01",48015,"pharmacy",21,37.75,792.75,4
"2015-04-01",48015,"beauty",20,29.54,590.8,4
"2015-04-01",48015,"foodsme",11,69.84,768.24,4
"2015-04-01",48015,"fashionsme",6,45.09,270.54,4
"2015-04-01",48015,"restaurant",4,135.73,542.92,4
"2015-04-02",48005,"restaurant",40,81.69,3267.6,4
"2015-04-02",48005,"pharmacy",6,22.7,136.2,4
"2015-04-02",48005,"fashionsme",5,20,100,4
"2015-04-02",48005,"foodsme",2,22.07,44.14,4
"2015-04-02",48008,"restaurant",12,75.24,902.88,4
"2015-04-02",48008,"pharmacy",8,26.19,209.52,4
"2015-04-02",48008,"fashionsme",1,31.9,31.9,4
"2015-04-02",48010,"restaurant",10,100.59,1005.9,4
"2015-04-02",48010,"foodsme",1,16,16,4
"2015-04-02",48011,"restaurant",20,52.58,1051.6,4
"2015-04-02",48011,"pharmacy",6,33,198,4
"2015-04-02",48011,"foodsme",3,17.77,53.31,4
"2015-04-02",48012,"pharmacy",6,19.12,114.72,4
"2015-04-02",48012,"restaurant",4,26.99,107.96,4
"2015-04-02",48012,"foodsme",1,27.7,27.7,4
"2015-04-02",48013,"restaurant",7,28.99,202.93,4
"2015-04-02",48014,"restaurant",9,38.87,349.83,4
"2015-04-02",48014,"pharmacy",3,24.46,73.38,4
"2015-04-03",48005,"restaurant",47,63.82,2999.54,4
"2015-04-03",48005,"foodsme",8,32.41,259.28,4
"2015-04-03",48005,"pharmacy",7,35.99,251.93,4
"2015-04-03",48005,"fashionsme",3,187.65,562.95,4
"2015-04-03",48007,"restaurant",2,14.18,28.36,4
"2015-04-03",48007,"pharmacy",1,19.92,19.92,4
"2015-04-03",48008,"restaurant",17,88.56,1505.52,4
"2015-04-03",48008,"pharmacy",7,32.87,230.09,4
"2015-04-03",48008,"fashionsme",2,14.99,29.98,4
"2015-04-03",48008,"beauty",1,14,14,4
"2015-04-03",48010,"restaurant",12,57.88,694.56,4
"2015-04-03",48010,"fashionsme",3,15.16,45.48,4
"2015-04-03",48010,"foodsme",1,10.01,10.01,4
"2015-04-03",48011,"restaurant",23,45.52,1046.96,4
"2015-04-03",48011,"pharmacy",5,18.87,94.35,4
"2015-04-03",48011,"foodsme",1,22.02,22.02,4
"2015-04-03",48013,"restaurant",9,75.73,681.57,4
"2015-04-04",48001,"restaurant",45,76.7,3451.5,4
"2015-04-04",48001,"fashionsme",14,190.15,2662.1,4
"2015-04-04",48001,"foodsme",9,44.21,397.89,4
"2015-04-04",48001,"beauty",4,48.78,195.12,4
"2015-04-04",48003,"restaurant",12,59.16,709.92,4
"2015-04-04",48003,"foodsme",3,14.54,43.62,4
"2015-04-04",48003,"pharmacy",3,23.24,69.72,4
"2015-04-04",48003,"beauty",2,16.5,33,4
"2015-04-04",48004,"foodsme",9,33.99,305.91,4
"2015-04-04",48004,"restaurant",6,53.59,321.54,4
"2015-04-04",48004,"pharmacy",4,23.84,95.36,4
"2015-04-04",48004,"beauty",2,9.45,18.9,4
"2015-04-04",48004,"fashionsme",1,32,32,4
"2015-04-04",48005,"fashionsme",61,87.17,5317.37,4
"2015-04-04",48005,"restaurant",61,65.27,3981.47,4
"2015-04-04",48005,"foodsme",18,34.28,617.04,4
"2015-04-04",48005,"pharmacy",11,29.7,326.7,4
"2015-04-04",48005,"beauty",5,23.97,119.85,4
"2015-04-04",48006,"restaurant",6,122.54,735.24,4
"2015-04-04",48006,"fashionsme",5,86.53,432.65,4
"2015-04-04",48006,"pharmacy",2,38.76,77.52,4
"2015-04-04",48008,"fashionsme",42,92.69,3892.98,4
"2015-04-04",48008,"restaurant",40,54.43,2177.2,4
"2015-04-04",48008,"pharmacy",23,31.24,718.52,4
"2015-04-04",48008,"beauty",8,26.73,213.84,4
"2015-04-04",48008,"foodsme",3,23.67,71.01,4
"2015-04-04",48009,"restaurant",60,82.74,4964.4,4
"2015-04-04",48009,"fashionsme",46,108.12,4973.52,4
"2015-04-04",48009,"foodsme",18,41.68,750.24,4
"2015-04-04",48009,"beauty",8,50.57,404.56,4
"2015-04-04",48009,"pharmacy",3,7.32,21.96,4
"2015-04-04",48010,"restaurant",10,73.51,735.1,4
"2015-04-04",48010,"foodsme",6,22.32,133.92,4
"2015-04-04",48010,"fashionsme",4,56.31,225.24,4
"2015-04-04",48010,"beauty",3,32.53,97.59,4
"2015-04-04",48010,"pharmacy",1,25.38,25.38,4
"2015-04-04",48011,"fashionsme",83,99.74,8278.42,4
"2015-04-04",48011,"restaurant",33,56.32,1858.56,4
"2015-04-04",48011,"pharmacy",11,14.32,157.52,4
"2015-04-04",48011,"beauty",7,38.41,268.87,4
"2015-04-04",48011,"foodsme",7,23.1,161.7,4
"2015-04-04",48013,"restaurant",9,48.41,435.69,4
"2015-04-04",48013,"fashionsme",4,117.09,468.36,4
"2015-04-04",48013,"pharmacy",2,23.75,47.5,4
"2015-04-04",48013,"foodsme",2,27.89,55.78,4
"2015-04-04",48013,"beauty",1,17.5,17.5,4
"2015-04-04",48014,"foodsme",24,29.64,711.36,4
"2015-04-04",48014,"pharmacy",11,14.96,164.56,4
"2015-04-04",48014,"beauty",7,54.37,380.59,4
"2015-04-04",48014,"restaurant",4,59.88,239.52,4
"2015-04-04",48014,"fashionsme",1,7,7,4
"2015-04-05",48003,"restaurant",9,201.72,1815.48,4
"2015-04-05",48003,"beauty",5,25.6,128,4
"2015-04-05",48005,"restaurant",40,72.53,2901.2,4
"2015-04-05",48005,"pharmacy",5,15.13,75.65,4
"2015-04-05",48005,"foodsme",5,38.74,193.7,4
"2015-04-05",48006,"restaurant",5,48.81,244.05,4
"2015-04-05",48006,"foodsme",1,12,12,4
"2015-04-05",48008,"restaurant",14,46.74,654.36,4
"2015-04-05",48008,"pharmacy",8,27.3,218.4,4
"2015-04-05",48008,"fashionsme",1,72.96,72.96,4
"2015-04-05",48008,"beauty",1,30,30,4
"2015-04-05",48013,"restaurant",9,62.55,562.95,4
"2015-04-05",48013,"foodsme",1,37.4,37.4,4
"2015-04-05",48014,"restaurant",6,48.45,290.7,4
"2015-04-05",48014,"pharmacy",3,16.88,50.64,4
"2015-04-06",48005,"restaurant",24,52.52,1260.48,4
"2015-04-06",48005,"pharmacy",7,14.8,103.6,4
"2015-04-06",48005,"foodsme",3,20.42,61.26,4
"2015-04-06",48006,"restaurant",4,31.08,124.32,4
"2015-04-06",48006,"foodsme",1,16.4,16.4,4
"2015-04-06",48008,"restaurant",17,86.67,1473.39,4
"2015-04-06",48008,"pharmacy",10,43.05,430.5,4
"2015-04-06",48008,"foodsme",2,42.64,85.28,4
"2015-04-06",48008,"fashionsme",1,14.9,14.9,4
"2015-04-06",48013,"restaurant",9,59.25,533.25,4
"2015-04-06",48013,"foodsme",2,25.83,51.66,4
"2015-04-06",48014,"restaurant",5,46.7,233.5,4
"2015-04-06",48014,"pharmacy",4,11.91,47.64,4
"2015-04-06",48014,"foodsme",1,7,7,4
"2015-04-07",48002,"pharmacy",5,31.98,159.9,4
"2015-04-07",48002,"fashionsme",3,58.97,176.91,4
"2015-04-07",48002,"beauty",2,25.75,51.5,4
"2015-04-07",48002,"foodsme",1,12,12,4
"2015-04-07",48003,"pharmacy",16,23.1,369.6,4
"2015-04-07",48003,"restaurant",9,30.73,276.57,4
"2015-04-07",48003,"foodsme",4,33.89,135.56,4
"2015-04-07",48003,"beauty",4,49.03,196.12,4
"2015-04-07",48003,"fashionsme",1,127.71,127.71,4
"2015-04-07",48004,"pharmacy",23,35.36,813.28,4
"2015-04-07",48004,"foodsme",19,25.66,487.54,4
"2015-04-07",48004,"fashionsme",12,60.61,727.32,4
"2015-04-07",48004,"beauty",11,42.92,472.12,4
"2015-04-07",48004,"restaurant",1,25,25,4
"2015-04-07",48005,"fashionsme",45,91.01,4095.45,4
"2015-04-07",48005,"restaurant",28,36.35,1017.8,4
"2015-04-07",48005,"foodsme",16,31.27,500.32,4
"2015-04-07",48005,"pharmacy",14,38.68,541.52,4
"2015-04-07",48005,"beauty",3,49.23,147.69,4
"2015-04-07",48006,"pharmacy",13,25.52,331.76,4
"2015-04-07",48006,"fashionsme",11,26.88,295.68,4
"2015-04-07",48006,"beauty",9,72.06,648.54,4
"2015-04-07",48006,"foodsme",8,112.35,898.8,4
"2015-04-07",48006,"restaurant",1,10,10,4
"2015-04-07",48007,"fashionsme",14,165.48,2316.72,4
"2015-04-07",48007,"pharmacy",11,37.67,414.37,4
"2015-04-07",48007,"foodsme",10,21.28,212.8,4
"2015-04-07",48007,"restaurant",7,47.57,332.99,4
"2015-04-07",48007,"beauty",6,31.48,188.88,4
"2015-04-07",48008,"pharmacy",33,36.91,1218.03,4
"2015-04-07",48008,"fashionsme",26,97.59,2537.34,4
"2015-04-07",48008,"restaurant",25,25.67,641.75,4
"2015-04-07",48008,"foodsme",11,52.7,579.7,4
"2015-04-07",48008,"beauty",10,75.58,755.8,4
"2015-04-07",48010,"beauty",22,40.67,894.74,4
"2015-04-07",48010,"fashionsme",19,48.09,913.71,4
"2015-04-07",48010,"pharmacy",16,24.62,393.92,4
"2015-04-07",48010,"foodsme",16,36.94,591.04,4
"2015-04-07",48010,"restaurant",10,44.21,442.1,4
"2015-04-07",48011,"fashionsme",81,77.72,6295.32,4
"2015-04-07",48011,"pharmacy",24,36.03,864.72,4
"2015-04-07",48011,"restaurant",24,60.9,1461.6,4
"2015-04-07",48011,"beauty",13,57.98,753.74,4
"2015-04-07",48011,"foodsme",2,28.71,57.42,4
"2015-04-07",48012,"foodsme",13,39.51,513.63,4
"2015-04-07",48012,"pharmacy",11,23.79,261.69,4
"2015-04-07",48012,"fashionsme",9,57.35,516.15,4
"2015-04-07",48012,"beauty",7,65.98,461.86,4
"2015-04-07",48012,"restaurant",6,23.45,140.7,4
"2015-04-07",48013,"beauty",14,52.32,732.48,4
"2015-04-07",48013,"pharmacy",14,23.32,326.48,4
"2015-04-07",48013,"foodsme",12,33.3,399.6,4
"2015-04-07",48013,"restaurant",8,99.54,796.32,4
"2015-04-07",48013,"fashionsme",6,84,504,4
"2015-04-07",48014,"foodsme",31,25.82,800.42,4
"2015-04-07",48014,"pharmacy",29,32.16,932.64,4
"2015-04-07",48014,"beauty",25,48.3,1207.5,4
"2015-04-07",48014,"fashionsme",16,67.34,1077.44,4
"2015-04-07",48014,"restaurant",10,30.84,308.4,4
"2015-04-07",48015,"beauty",15,40.78,611.7,4
"2015-04-07",48015,"pharmacy",9,27.82,250.38,4
"2015-04-07",48015,"foodsme",6,24.21,145.26,4
"2015-04-07",48015,"fashionsme",5,83.17,415.85,4
"2015-04-07",48015,"restaurant",4,19.56,78.24,4
"2015-04-08",48001,"restaurant",51,51.32,2617.32,4
"2015-04-08",48001,"beauty",16,63.91,1022.56,4
"2015-04-08",48001,"fashionsme",15,139.99,2099.85,4
"2015-04-08",48001,"pharmacy",10,36.65,366.5,4
"2015-04-08",48001,"foodsme",4,256.76,1027.04,4
"2015-04-08",48002,"pharmacy",6,38.74,232.44,4
"2015-04-08",48002,"fashionsme",3,101.66,304.98,4
"2015-04-08",48002,"restaurant",2,15,30,4
"2015-04-08",48002,"beauty",2,26.53,53.06,4
"2015-04-08",48002,"foodsme",2,11.73,23.46,4
"2015-04-08",48003,"restaurant",10,54.84,548.4,4
"2015-04-08",48003,"pharmacy",10,40.71,407.1,4
"2015-04-08",48003,"beauty",6,78.72,472.32,4
"2015-04-08",48003,"foodsme",1,10.53,10.53,4
"2015-04-08",48003,"fashionsme",1,19.2,19.2,4
"2015-04-08",48004,"pharmacy",21,31.9,669.9,4
"2015-04-08",48004,"foodsme",15,22.62,339.3,4
"2015-04-08",48004,"fashionsme",14,80.18,1122.52,4
"2015-04-08",48004,"restaurant",7,30.56,213.92,4
"2015-04-08",48004,"beauty",6,73.97,443.82,4
"2015-04-08",48005,"fashionsme",71,68.81,4885.51,4
"2015-04-08",48005,"foodsme",16,31.65,506.4,4
"2015-04-08",48005,"restaurant",15,48.62,729.3,4
"2015-04-08",48005,"pharmacy",15,25.62,384.3,4
"2015-04-08",48005,"beauty",13,36.48,474.24,4
"2015-04-08",48006,"fashionsme",10,105.26,1052.6,4
"2015-04-08",48006,"pharmacy",7,21.03,147.21,4
"2015-04-08",48006,"beauty",5,22.53,112.65,4
"2015-04-08",48006,"restaurant",4,26.58,106.32,4
"2015-04-08",48006,"foodsme",4,52.85,211.4,4
"2015-04-08",48007,"pharmacy",15,31.59,473.85,4
"2015-04-08",48007,"fashionsme",14,65.45,916.3,4
"2015-04-08",48007,"beauty",7,42.08,294.56,4
"2015-04-08",48007,"foodsme",4,16.04,64.16,4
"2015-04-08",48007,"restaurant",2,22.33,44.66,4
"2015-04-08",48008,"fashionsme",42,145.68,6118.56,4
"2015-04-08",48008,"restaurant",40,37.22,1488.8,4
"2015-04-08",48008,"pharmacy",16,36.19,579.04,4
"2015-04-08",48008,"foodsme",9,67.56,608.04,4
"2015-04-08",48008,"beauty",7,55.34,387.38,4
"2015-04-08",48010,"beauty",20,54.6,1092,4
"2015-04-08",48010,"fashionsme",16,68.08,1089.28,4
"2015-04-08",48010,"restaurant",14,56.21,786.94,4
"2015-04-08",48010,"pharmacy",10,37.07,370.7,4
"2015-04-08",48010,"foodsme",9,40.05,360.45,4
"2015-04-08",48011,"fashionsme",78,94.62,7380.36,4
"2015-04-08",48011,"restaurant",22,56.26,1237.72,4
"2015-04-08",48011,"pharmacy",15,46.08,691.2,4
"2015-04-08",48011,"beauty",13,56.57,735.41,4
"2015-04-08",48011,"foodsme",2,34.5,69,4
"2015-04-08",48012,"pharmacy",19,28.96,550.24,4
"2015-04-08",48012,"fashionsme",13,49.19,639.47,4
"2015-04-08",48012,"foodsme",8,19.18,153.44,4
"2015-04-08",48012,"beauty",5,30.36,151.8,4
"2015-04-08",48012,"restaurant",2,19.5,39,4
"2015-04-08",48013,"pharmacy",11,33.1,364.1,4
"2015-04-08",48013,"restaurant",10,113.54,1135.4,4
"2015-04-08",48013,"beauty",10,35.28,352.8,4
"2015-04-08",48013,"fashionsme",10,59.06,590.6,4
"2015-04-08",48013,"foodsme",2,51.27,102.54,4
"2015-04-08",48014,"pharmacy",22,33.03,726.66,4
"2015-04-08",48014,"foodsme",20,17,340,4
"2015-04-08",48014,"beauty",16,42.14,674.24,4
"2015-04-08",48014,"restaurant",10,24.23,242.3,4
"2015-04-08",48014,"fashionsme",9,91.44,822.96,4
"2015-04-08",48015,"pharmacy",10,23.38,233.8,4
"2015-04-08",48015,"restaurant",9,114.84,1033.56,4
"2015-04-08",48015,"beauty",8,79.68,637.44,4
"2015-04-08",48015,"fashionsme",4,42.23,168.92,4
"2015-04-08",48015,"foodsme",1,38.53,38.53,4
"2015-04-09",48001,"restaurant",61,55.66,3395.26,4
"2015-04-09",48001,"fashionsme",25,75.1,1877.5,4
"2015-04-09",48001,"beauty",13,55.47,721.11,4
"2015-04-09",48001,"pharmacy",12,27,324,4
"2015-04-09",48001,"foodsme",8,108.25,866,4
"2015-04-09",48002,"pharmacy",3,43.11,129.33,4
"2015-04-09",48002,"beauty",2,35.45,70.9,4
"2015-04-09",48002,"foodsme",1,9.79,9.79,4
"2015-04-09",48002,"fashionsme",1,110,110,4
"2015-04-09",48003,"pharmacy",18,24.42,439.56,4
"2015-04-09",48003,"restaurant",9,46.23,416.07,4
"2015-04-09",48003,"beauty",6,35.45,212.7,4
"2015-04-09",48003,"foodsme",5,31.14,155.7,4
"2015-04-09",48003,"fashionsme",1,30,30,4
"2015-04-09",48004,"pharmacy",27,42.52,1148.04,4
"2015-04-09",48004,"beauty",15,43.13,646.95,4
"2015-04-09",48004,"foodsme",13,20.52,266.76,4
"2015-04-09",48004,"fashionsme",10,65.74,657.4,4
"2015-04-09",48004,"restaurant",4,22.65,90.6,4
"2015-04-09",48005,"fashionsme",67,81.37,5451.79,4
"2015-04-09",48005,"restaurant",14,69.12,967.68,4
"2015-04-09",48005,"foodsme",12,20.63,247.56,4
"2015-04-09",48005,"pharmacy",8,31.93,255.44,4
"2015-04-09",48005,"beauty",4,38.14,152.56,4
"2015-04-09",48006,"foodsme",31,33.33,1033.23,4
"2015-04-09",48006,"pharmacy",12,16.79,201.48,4
"2015-04-09",48006,"fashionsme",8,194.58,1556.64,4
"2015-04-09",48006,"beauty",5,45.83,229.15,4
"2015-04-09",48006,"restaurant",1,10,10,4
"2015-04-09",48007,"pharmacy",12,21.65,259.8,4
"2015-04-09",48007,"foodsme",10,27.68,276.8,4
"2015-04-09",48007,"fashionsme",9,79.71,717.39,4
"2015-04-09",48007,"beauty",5,99.12,495.6,4
"2015-04-09",48007,"restaurant",4,38.68,154.72,4
