ID,X314,X119,X118,X127,X6_g,X6_j,X3_c,X51,X27,X58,X100,X324,X351,y
860,0,1,1,1,0,0,1,0,1,1,1,1,0,88.91
862,0,0,0,1,0,1,0,0,1,1,1,1,0,85.97
863,1,1,1,0,1,0,0,1,1,1,1,1,1,122.45
868,1,1,1,0,1,0,1,1,1,1,1,1,0,112.2
870,1,1,1,0,0,1,0,1,1,1,1,1,1,106.16
873,0,0,0,1,1,0,0,1,0,0,1,0,1,89.66
874,0,1,1,1,0,0,1,0,1,1,0,1,1,90.41
875,1,0,0,0,0,0,1,0,0,0,0,0,0,101.42
876,0,1,1,1,1,0,0,1,0,1,0,1,0,89.52
877,1,0,0,0,1,0,0,1,1,0,1,0,0,111.74
878,0,1,1,1,0,0,0,1,1,1,1,1,0,91.45
879,0,0,0,0,0,1,0,1,1,1,0,1,0,77.69
880,1,1,1,0,1,0,0,1,1,0,1,0,1,117.81
881,0,1,1,1,1,0,1,0,1,1,1,1,1,87.97
884,1,0,0,0,0,1,1,0,0,0,0,0,0,99.17
886,0,1,1,1,0,1,0,1,0,1,0,1,0,93.59
887,1,0,0,0,0,1,1,0,0,0,0,0,0,104.07
889,1,0,0,0,1,0,0,1,1,1,1,1,1,98.57
890,0,1,1,1,0,0,1,0,1,1,1,1,1,101.19
891,1,0,0,0,1,0,1,1,1,1,1,1,0,108.24
892,0,1,1,1,0,1,1,1,1,1,0,1,0,90.06
894,0,1,1,1,0,1,0,0,1,1,0,1,1,92.79
895,1,0,0,0,0,0,0,1,1,0,1,0,1,100.95
896,0,1,1,1,0,0,1,0,1,1,1,1,0,90.76
897,1,0,0,0,0,0,0,1,0,0,1,0,1,119.99
898,0,0,0,0,0,1,1,1,1,0,1,0,1,78.25
899,1,0,0,0,0,1,1,1,1,0,0,0,0,110.63
900,0,1,1,1,1,0,1,0,1,1,1,1,1,87.28
902,0,1,1,1,0,0,1,0,1,1,0,1,1,89.1
906,0,1,1,1,0,1,1,0,1,1,0,1,0,95.6
907,1,1,1,0,1,0,0,1,1,1,1,1,1,108.85
908,0,0,0,1,0,0,0,0,1,1,0,1,1,88.47
909,1,1,1,0,1,0,0,1,1,1,1,1,1,110.33
912,0,0,0,1,0,0,0,1,0,0,1,0,0,87.65
913,0,1,1,1,0,1,0,0,1,1,0,1,0,89.75
915,0,0,0,1,0,1,0,1,0,1,0,1,0,113.87
916,1,1,1,0,1,0,0,1,1,0,1,0,0,108.53
917,0,0,0,1,0,0,0,1,1,1,1,1,1,96.48
919,0,1,1,1,0,0,0,1,0,1,1,1,0,94.88
920,1,1,1,0,1,0,0,1,0,1,1,1,0,111.47
922,1,1,1,0,0,1,1,0,0,1,0,1,0,116.6
923,0,0,0,1,0,0,0,1,0,0,1,0,0,103.54
924,1,1,1,0,0,0,0,1,0,0,0,0,1,107.86
925,1,1,1,0,1,0,1,1,0,1,1,1,0,118.83
926,0,0,0,1,1,0,0,0,1,1,1,1,0,87.28
927,0,1,1,0,0,0,1,1,1,1,1,1,1,129.0
930,0,1,1,1,0,0,0,1,1,1,1,1,1,92.38
931,1,1,1,0,0,0,0,1,0,1,1,1,0,107.35
936,0,1,1,1,0,1,0,1,1,0,0,0,0,94.65
938,1,0,0,0,0,1,0,1,1,1,1,1,1,118.18
945,1,1,1,0,0,0,0,1,0,0,0,0,1,116.34
946,0,0,0,1,1,0,0,1,1,1,1,1,0,99.94
948,0,1,1,1,1,0,1,0,1,1,1,1,1,101.02
950,0,0,0,1,0,0,0,0,1,1,1,1,0,91.99
955,0,1,1,1,0,0,1,1,1,1,1,1,0,97.47
956,1,1,1,0,0,1,1,1,1,1,1,1,0,112.42
958,0,1,1,0,0,0,0,1,0,1,0,1,1,110.2
961,0,0,0,1,0,1,1,0,1,1,0,1,0,93.41
962,1,1,1,0,0,0,0,1,0,0,1,0,0,113.88
964,0,0,0,1,1,0,0,1,0,0,1,0,1,92.88
966,0,1,1,1,0,0,0,1,1,1,1,1,0,107.68
968,0,1,1,1,0,0,1,0,1,0,1,0,0,88.57
969,0,1,1,1,0,0,0,1,1,1,1,1,0,90.03
970,1,1,1,0,0,0,0,1,0,0,1,0,0,112.59
976,1,0,0,0,1,0,1,0,1,1,1,1,0,101.11
977,0,1,1,1,1,0,1,0,1,1,1,1,0,93.02
979,0,0,0,1,0,0,0,1,1,1,1,1,0,88.06
982,1,0,0,0,1,0,0,1,0,0,0,0,1,99.51
983,0,1,1,1,0,0,1,0,1,1,0,1,0,90.77
985,0,0,0,1,0,1,0,1,0,1,1,1,0,89.79
987,0,0,0,0,0,0,0,1,1,0,0,0,0,79.99
991,0,1,1,1,1,0,0,1,1,1,1,1,0,93.4
993,1,0,0,0,0,0,1,1,1,1,1,1,1,113.68
994,0,1,1,1,1,0,0,0,1,1,1,1,0,94.35
995,1,0,0,0,1,0,0,1,1,1,1,1,0,116.87
997,1,1,1,0,0,0,1,1,0,1,0,1,0,112.94
998,0,0,0,1,0,1,1,1,1,1,0,1,0,92.4
1005,1,1,1,0,1,0,0,1,1,1,1,1,0,107.12
1006,0,1,1,1,0,1,0,1,1,0,0,0,0,100.42
1007,0,1,1,1,0,0,1,1,1,1,0,1,0,87.63
1011,0,1,1,1,0,0,1,0,1,1,1,1,0,91.02
1017,0,0,0,1,0,1,0,0,0,0,1,0,0,87.53
1018,0,1,1,0,0,0,1,1,1,1,1,1,0,134.26
1023,1,1,1,0,0,1,0,1,0,1,1,1,1,106.59
1026,1,1,1,0,0,1,0,1,1,0,1,0,1,121.64
1031,1,0,0,0,0,0,1,1,1,0,0,0,0,104.73
1032,0,1,1,1,0,0,0,1,0,0,1,0,0,90.46
1034,0,0,0,1,0,1,1,0,1,0,1,0,0,88.98
1035,1,1,1,0,0,1,1,1,0,1,0,1,0,116.03
1039,0,1,1,1,0,0,1,1,1,1,1,1,0,90.34
1040,1,0,0,0,1,0,0,1,1,0,1,0,0,101.97
1041,1,0,0,0,0,0,1,1,1,0,0,0,0,104.25
1046,0,0,0,1,0,1,1,0,0,1,1,1,0,93.74
1048,0,1,1,1,1,0,1,1,0,1,1,1,0,94.44
1049,1,0,0,0,0,0,0,1,0,0,0,0,1,102.33
1052,0,1,1,1,0,0,1,0,1,1,1,1,1,100.07
1053,1,0,0,0,1,0,0,1,1,0,1,0,1,101.66
1055,1,0,0,0,0,1,1,0,0,0,0,0,0,99.55
1058,1,1,1,0,0,0,0,1,1,0,1,0,0,113.4
1060,0,1,1,1,1,0,1,1,1,0,1,0,0,97.17
1061,1,1,1,0,0,0,0,1,1,1,1,1,1,109.67
1065,1,1,1,0,0,0,0,1,1,0,1,0,1,109.16
1067,1,0,0,0,0,0,1,0,0,0,0,0,0,106.5
1068,1,1,1,0,0,1,1,0,0,1,0,1,0,111.15
1069,0,1,1,1,1,0,1,1,0,1,1,1,0,92.83
1071,0,1,1,1,1,0,1,1,1,0,1,0,0,97.57
1072,1,1,1,0,0,0,0,1,1,1,0,1,0,111.52
1073,0,1,1,1,0,0,1,1,0,1,1,1,0,89.6
1074,1,0,0,0,1,0,0,1,0,0,1,0,0,105.09
1075,0,1,1,1,0,1,1,1,1,1,1,1,0,90.79
1079,0,0,0,1,0,0,1,1,1,1,0,1,0,90.54
1081,0,0,0,1,0,0,0,1,1,1,1,1,1,95.92
1084,1,0,0,0,0,0,1,1,1,1,1,1,1,111.41
1085,0,1,1,1,1,0,0,1,0,0,1,0,0,97.3
1086,1,1,1,0,1,0,0,1,1,0,1,0,0,106.81
1087,0,0,0,1,0,0,0,1,1,1,1,1,1,92.22
1088,1,1,1,0,0,1,1,1,0,1,0,1,1,111.04
1090,1,0,0,0,0,0,1,1,0,0,0,0,0,96.35
1092,1,0,0,0,0,1,1,1,1,0,1,0,0,98.93
1094,1,1,1,0,0,0,1,0,1,0,0,0,0,114.94
1095,0,0,0,1,0,1,1,1,0,1,1,1,0,89.02
1096,1,1,1,0,1,0,1,1,1,0,1,0,1,113.07
1098,1,1,1,0,0,0,1,1,1,1,1,1,0,107.61
1100,1,1,1,0,0,0,0,1,1,1,1,1,1,104.73
1102,0,0,0,0,0,0,0,0,1,0,0,0,0,80.01
1105,0,0,0,1,1,0,1,1,0,1,1,1,0,88.6
1107,0,1,1,1,1,0,1,0,1,1,1,1,1,88.2
1108,1,1,1,0,0,1,1,1,1,0,1,0,0,115.92
1113,0,0,0,1,0,0,0,0,0,0,0,0,0,91.2
1115,1,1,1,0,0,0,1,1,1,0,1,0,0,109.91
1118,0,1,1,1,1,0,1,0,1,1,1,1,1,94.0
1119,1,1,1,0,0,1,1,1,1,0,1,0,0,108.23
1121,0,0,0,0,1,0,0,0,1,0,0,0,0,75.86
1122,1,0,0,0,0,1,1,0,0,0,0,0,0,95.69
1123,0,1,1,1,0,0,1,1,1,1,1,1,0,91.16
1127,0,1,1,1,0,0,1,1,1,1,1,1,0,95.56
1128,1,1,1,0,1,0,0,1,1,0,1,0,0,107.54
1129,0,1,1,1,0,0,1,1,1,0,1,0,0,89.6
1130,1,0,0,0,0,0,0,1,1,0,1,0,1,101.0
1131,0,1,1,1,0,0,1,0,1,1,1,1,0,90.28
1132,1,1,1,0,1,0,0,1,1,1,1,1,1,108.32
1133,0,0,0,1,0,1,0,1,0,0,0,0,0,92.29
1135,0,1,1,1,0,0,1,0,1,1,1,1,0,95.03
1136,1,1,1,0,0,0,0,1,1,1,1,1,0,114.39
1139,0,1,1,1,0,1,1,1,0,1,1,1,0,104.52
1140,1,1,1,0,0,0,0,1,1,0,1,0,0,126.68
1141,0,0,0,1,1,0,0,0,0,1,0,1,0,94.56
1142,1,1,1,0,0,1,1,1,0,1,0,1,1,111.41
1143,0,0,0,1,0,0,0,1,1,1,1,1,1,93.81
1147,1,1,1,0,1,0,1,1,1,0,1,0,0,107.48
1149,0,0,0,0,0,1,1,1,1,1,1,1,1,73.4
1151,1,1,1,0,1,0,0,1,1,0,1,0,0,113.93
1156,1,1,1,0,0,0,0,1,0,0,0,0,1,111.88
1158,0,1,1,1,0,1,0,1,1,0,1,0,1,91.56
1159,1,0,0,0,1,0,0,0,0,1,0,1,0,103.75
1160,0,1,1,1,1,0,1,0,1,1,1,1,1,90.76
1161,1,1,1,0,0,0,1,1,1,0,1,0,0,113.33
1163,0,1,1,1,0,0,1,0,1,1,0,1,0,97.9
1164,1,0,0,0,1,0,0,1,1,1,1,1,1,108.92
1170,0,1,1,1,1,0,1,0,1,1,0,1,0,90.86
1175,0,1,1,0,0,0,0,0,0,1,1,1,0,113.75
1179,1,1,1,0,0,0,0,1,1,0,1,0,0,105.43
1180,0,1,1,1,0,0,1,1,1,0,1,0,0,92.01
1181,0,1,1,1,1,0,1,0,1,1,0,1,0,111.21
1183,0,0,0,1,0,1,0,1,1,0,1,0,0,93.65
1184,1,1,1,0,1,0,1,1,1,0,1,0,0,110.44
1185,1,1,1,0,0,0,0,1,1,1,1,1,1,119.71
1190,0,1,1,1,0,0,0,1,0,0,1,0,0,104.29
1193,1,1,1,0,1,0,0,1,1,0,1,0,0,111.45
1194,0,0,0,1,0,0,0,1,0,0,1,0,0,88.3
1195,1,1,1,0,0,1,1,1,1,0,1,0,0,108.53
1196,0,1,1,1,1,0,1,1,1,1,1,1,0,91.96
1199,1,1,1,0,0,0,1,1,1,0,1,0,0,104.67
1202,1,1,1,0,0,0,0,1,0,1,1,1,0,109.36
1204,1,0,0,0,1,0,0,1,1,1,1,1,1,98.78
1205,0,1,1,1,0,0,1,0,1,1,1,1,0,114.85
1206,1,1,1,0,1,0,0,1,1,1,1,1,1,113.12
1207,0,0,0,1,1,0,1,1,0,1,0,1,0,93.9
1208,0,1,1,1,0,0,0,0,0,0,0,0,0,86.56
1210,0,0,0,1,0,0,0,0,1,0,1,0,0,90.23
1211,1,1,1,0,1,0,0,1,1,1,1,1,1,105.76
1212,0,1,1,1,1,0,1,1,1,0,1,0,0,96.6
1213,0,1,1,1,1,0,1,1,1,1,1,1,0,128.25
1215,0,1,1,1,0,0,1,1,1,0,1,0,0,118.31
1216,1,1,1,0,0,1,0,1,1,0,1,0,1,110.11
1217,0,1,1,1,0,0,0,1,0,0,1,0,0,123.89
1219,1,0,0,0,0,0,1,0,1,1,0,1,1,100.97
1220,0,1,1,1,1,0,1,0,1,1,0,1,0,89.44
1221,1,1,1,0,0,0,0,1,1,1,1,1,1,109.04
1223,1,1,1,0,0,1,1,1,1,0,1,0,0,116.87
1224,0,1,1,1,0,0,1,0,1,1,0,1,1,91.82
1225,1,0,0,0,1,0,1,1,1,1,1,1,0,102.49
1227,1,0,0,0,0,0,1,0,0,0,0,0,0,99.46
1229,1,1,1,0,1,0,0,1,1,1,1,1,1,112.71
1231,1,1,1,0,0,0,1,1,1,0,1,0,0,111.54
1234,1,1,1,0,0,1,1,1,0,1,1,1,0,113.08
1235,0,1,1,1,0,0,0,1,0,0,1,0,0,89.97
1237,1,0,0,0,0,0,0,1,1,1,1,1,1,101.11
1239,0,0,0,1,0,1,0,1,1,1,1,1,0,90.05
1240,1,1,1,0,0,1,0,1,1,0,1,0,0,108.41
1242,0,0,0,1,0,0,0,1,0,0,1,0,0,87.1
1243,0,1,1,1,0,0,0,0,1,1,0,1,1,101.47
1245,1,1,1,0,0,0,0,1,0,0,0,0,0,107.51
1248,0,1,1,1,0,0,0,1,1,0,1,0,0,97.03
1249,0,1,1,1,1,0,0,1,1,0,1,0,0,88.26
1252,1,1,1,0,1,0,0,1,1,1,1,1,1,112.61
1253,0,0,0,1,0,0,1,0,1,0,1,0,0,124.37
1261,1,0,0,0,0,0,1,0,0,0,0,0,0,131.56
1262,0,1,1,1,0,0,1,0,1,1,1,1,1,95.49
1264,0,0,0,1,1,0,0,0,0,1,1,1,0,95.75
1265,1,1,1,0,0,1,1,1,1,1,0,1,0,106.72
1266,0,1,1,1,1,0,1,0,1,1,1,1,1,117.85
1269,0,1,1,1,0,0,1,0,1,1,0,1,1,113.64
1270,1,0,0,0,0,1,1,1,1,0,0,0,0,103.88
1273,0,1,1,1,0,0,0,1,1,1,1,1,1,94.29
1278,1,1,1,0,0,0,0,1,1,0,1,0,0,107.94
1280,1,1,1,0,0,0,1,1,1,1,1,1,0,113.68
1284,0,1,1,1,0,0,1,0,1,1,1,1,1,88.78
1287,1,1,1,0,0,0,1,1,1,1,1,1,0,129.19
1288,0,0,0,1,0,0,0,1,1,0,1,0,0,91.3
1290,0,0,0,1,0,1,1,1,1,1,1,1,0,90.52
1291,0,0,0,1,0,0,0,1,1,0,1,0,0,93.62
1292,1,1,1,0,0,1,0,0,0,0,0,0,0,105.87
1293,0,1,1,1,0,0,1,0,1,1,0,1,0,90.95
1294,1,1,1,0,0,0,0,1,1,0,1,0,0,112.5
1295,0,0,0,1,0,0,0,1,1,1,0,1,0,89.89
1297,0,1,1,1,0,0,0,1,0,1,1,1,0,97.33
1298,1,1,1,0,0,0,1,1,1,0,1,0,1,130.97
1300,0,0,0,0,0,1,1,1,1,1,1,1,1,74.53
1302,1,1,1,0,0,1,1,1,1,1,1,1,1,113.62
1303,0,0,0,1,1,0,0,0,1,1,1,1,0,94.95
1304,1,1,1,0,0,0,1,1,1,1,1,1,1,108.21
1305,0,1,1,1,0,0,0,1,0,0,1,0,0,90.39
1309,1,1,1,0,1,0,0,1,0,0,0,0,1,118.17
1310,0,0,0,1,1,0,1,0,1,1,1,1,0,90.38
1311,1,1,1,0,0,0,0,1,0,1,1,1,0,122.4
1312,0,1,1,1,0,0,0,0,1,1,0,1,0,89.83
1318,0,1,1,0,0,0,1,1,0,1,1,1,0,111.66
1320,1,1,1,0,0,1,0,1,1,0,1,0,0,114.28
1321,0,0,0,1,0,1,1,1,1,1,1,1,1,93.38
1326,0,0,0,0,0,0,1,1,1,1,1,1,0,76.81
1327,0,1,1,0,0,1,0,1,0,1,0,1,1,115.73
1333,0,1,1,1,0,1,0,1,1,1,0,1,0,96.0
1334,1,0,0,0,0,0,0,1,0,0,1,0,0,100.49
1335,0,1,1,1,0,0,0,0,1,1,1,1,0,93.12
1336,1,0,0,0,1,0,0,1,1,0,1,0,0,94.71
1341,0,1,1,1,0,1,0,1,1,0,1,0,0,88.38
1342,0,0,0,0,0,1,1,1,1,1,0,1,1,74.2
1344,0,0,0,1,0,0,1,1,1,1,1,1,1,103.9
1345,1,1,1,0,0,0,0,1,1,1,1,1,1,109.53
1346,0,1,1,1,0,1,1,1,1,1,0,1,0,101.39
1350,0,1,1,1,1,0,0,0,1,1,1,1,1,119.57
1351,1,1,1,0,0,0,0,1,1,0,1,0,0,108.47
1353,1,1,1,0,0,0,0,1,1,0,1,0,0,107.22
1355,0,0,0,0,0,0,0,0,1,0,0,0,0,77.42
1356,0,0,0,1,1,0,0,1,1,0,1,0,1,87.07
1357,1,1,1,0,0,0,0,1,1,0,1,0,0,132.59
1358,0,0,0,1,0,1,0,0,0,1,1,1,0,90.66
1361,1,0,0,0,0,1,1,1,1,0,1,0,1,110.71
1362,0,0,0,1,1,0,1,1,1,1,1,1,0,91.35
1367,1,1,1,0,1,0,0,1,0,0,0,0,1,108.68
1368,0,1,1,1,0,0,0,1,1,0,0,0,0,90.73
1369,1,0,0,0,0,1,1,0,0,0,0,0,0,105.31
1370,0,1,1,1,0,0,0,0,0,0,0,0,0,91.44
1371,1,1,1,0,0,0,0,1,0,0,0,0,1,110.54
1373,0,0,0,0,0,1,1,1,1,1,1,1,1,79.81
1374,0,1,1,1,0,0,1,1,0,1,0,1,0,110.24
1377,0,0,0,1,0,1,0,1,1,1,1,1,1,85.82
1382,1,1,1,0,0,0,1,1,0,1,0,1,0,124.17
1383,0,0,0,1,0,0,0,1,1,0,1,0,0,100.77
1385,0,1,1,1,1,0,1,1,1,1,1,1,0,91.61
1386,1,1,1,0,0,1,0,1,1,0,1,0,1,114.37
1389,0,1,1,1,0,0,1,0,1,1,0,1,0,89.73
1390,1,1,1,0,1,0,1,1,1,1,1,1,0,110.49
1391,0,0,0,1,0,0,1,1,1,0,0,0,0,97.99
1393,0,1,1,1,0,1,0,0,1,1,0,1,0,87.61
1397,0,0,0,1,1,0,1,1,1,1,1,1,0,94.6
1402,1,1,1,0,0,1,1,1,1,1,1,1,1,111.44
1405,0,0,0,1,1,0,0,1,0,0,1,0,1,91.62
1409,0,0,0,1,0,0,0,1,0,0,1,0,0,99.22
1411,0,1,1,1,0,0,0,0,1,1,1,1,0,87.07
1414,1,0,0,0,0,1,0,1,1,0,1,0,0,101.44
1416,0,0,0,1,1,0,0,1,0,0,1,0,1,87.71
1417,1,1,1,0,0,0,0,1,1,0,1,0,0,111.54
1418,1,1,1,0,0,1,1,1,0,1,0,1,0,112.78
1419,0,1,1,1,1,0,0,1,0,1,0,1,0,92.59
1421,0,0,0,1,0,0,1,1,1,1,1,1,1,87.65
1428,1,1,1,0,1,0,0,1,1,1,1,1,1,109.93
1433,0,1,1,1,1,0,1,0,1,1,1,1,1,92.65
1435,0,0,0,1,0,0,1,1,1,1,1,1,0,89.74
1436,1,1,1,0,0,0,0,1,1,0,1,0,0,117.08
1439,0,1,1,1,0,0,1,1,1,1,1,1,1,89.56
1443,0,0,0,0,0,0,0,1,1,1,0,1,1,78.19
1447,1,1,1,0,0,0,0,1,0,0,0,0,1,105.96
1449,0,0,0,1,0,0,1,1,1,0,0,0,1,94.36
1450,1,1,1,0,0,0,0,1,1,0,1,0,0,108.9
1451,0,1,1,1,0,0,0,1,0,1,1,1,0,88.55
1452,1,1,1,0,0,0,0,1,1,0,1,0,0,107.75
1457,0,0,0,1,1,0,0,1,0,0,1,0,1,88.9
1460,1,1,1,0,0,0,1,0,0,1,0,1,0,118.27
1462,1,1,1,0,0,1,0,1,1,0,1,0,0,113.15
1463,0,0,0,0,0,0,0,0,1,0,0,0,0,82.2
1464,1,1,1,0,1,0,0,1,1,0,1,0,0,111.5
1467,0,0,0,1,0,1,1,0,1,1,1,1,1,90.46
1468,0,1,1,0,1,0,0,1,1,1,1,1,1,108.56
1470,1,0,0,0,0,0,0,0,1,1,1,1,0,99.15
1471,1,1,1,0,1,0,0,1,0,0,0,0,1,113.35
1473,1,1,1,0,0,1,1,1,0,1,0,1,1,110.53
1475,1,1,1,0,0,0,1,1,0,1,1,1,0,119.24
1476,0,0,0,1,1,0,1,1,1,1,1,1,1,93.26
1478,0,0,0,1,1,0,1,1,1,1,1,1,0,115.62
1480,0,1,1,1,0,0,0,0,0,0,0,0,0,97.29
1481,1,1,1,0,0,0,0,1,1,0,1,0,0,111.48
1484,1,1,1,0,0,0,0,1,1,0,1,0,0,110.48
1485,0,1,1,1,0,1,0,1,1,1,1,1,1,89.5
1486,1,0,0,0,0,0,1,1,0,0,1,0,0,99.52
1489,0,0,0,1,0,0,1,1,1,1,1,1,0,91.52
1491,0,0,0,1,0,1,1,1,0,1,0,1,0,88.81
1493,0,0,0,1,0,1,1,0,1,1,1,1,0,88.93
1495,0,1,1,1,0,0,0,1,0,0,1,0,0,97.99
1498,1,1,1,0,1,0,0,1,1,0,1,0,1,112.95
1500,1,0,0,0,0,0,1,1,1,0,1,0,0,101.06
1501,0,1,1,1,0,1,0,1,1,0,1,0,0,98.97
1503,1,1,1,0,0,1,0,1,1,0,1,0,0,117.07
1504,0,0,0,1,0,1,0,0,0,1,0,1,0,88.03
1505,1,1,1,0,1,0,0,1,1,0,0,0,0,107.45
1506,0,0,0,1,0,0,0,1,0,0,1,0,0,90.9
1510,0,1,1,1,0,0,0,1,1,0,1,0,1,91.39
1515,0,1,1,1,0,0,0,0,0,1,1,1,0,88.49
1516,1,0,0,0,0,1,1,0,0,0,0,0,0,101.7
1517,0,1,1,1,0,0,0,0,1,1,1,1,1,89.91
1520,1,1,1,0,0,1,0,1,1,0,1,0,1,121.23
1521,0,0,0,1,0,1,1,0,1,0,0,0,1,93.11
1523,0,1,1,1,1,0,0,1,0,1,0,1,0,105.35
1525,0,1,1,1,0,0,1,0,1,1,1,1,0,101.49
1526,1,0,0,0,0,0,0,1,1,0,1,0,1,108.54
1528,1,1,1,0,0,0,0,1,1,1,1,1,0,111.48
1530,1,1,1,0,0,0,1,1,1,1,1,1,1,109.92
1531,0,1,1,1,0,0,0,0,1,1,1,1,0,103.59
1533,0,1,1,1,0,0,1,1,1,1,0,1,0,93.43
1534,1,1,1,0,0,0,0,1,1,1,0,1,1,116.02
1535,0,0,0,1,0,0,1,0,1,0,0,0,0,100.25
1538,0,1,1,1,0,0,0,0,1,1,1,1,1,98.04
1540,0,1,1,1,0,0,0,1,0,0,0,0,0,93.47
1541,1,0,0,0,0,0,0,0,1,1,0,1,1,97.95
1546,0,1,1,1,0,0,0,0,1,1,1,1,1,90.65
1547,1,0,0,0,1,0,1,0,1,0,1,0,0,107.71
1548,0,1,1,1,1,0,0,0,0,1,1,1,0,85.98
1549,1,0,0,0,0,1,0,1,1,0,1,0,1,111.02
1552,0,0,0,1,0,0,0,1,1,0,1,0,0,87.87
1553,0,1,1,1,0,0,0,0,1,1,1,1,1,95.71
1555,0,1,1,1,0,0,0,0,0,1,0,1,0,96.51
1557,0,1,1,1,1,0,1,1,1,1,1,1,0,91.68
1558,1,1,1,0,1,0,0,1,1,0,1,0,0,111.02
1561,1,0,0,0,0,1,1,0,0,0,0,0,0,114.26
1563,1,1,1,0,0,0,0,1,1,1,1,1,1,113.93
1564,0,0,0,1,1,0,1,1,1,1,0,1,1,98.28
1565,0,1,1,0,1,0,1,1,1,1,0,1,0,115.42
1568,0,1,1,1,0,0,0,0,1,1,0,1,0,95.22
1572,0,0,0,1,1,0,0,0,1,1,1,1,0,102.13
1573,1,1,1,0,0,0,1,1,1,1,1,1,1,111.25
1575,1,1,1,0,0,1,0,1,0,0,1,0,1,109.19
1576,0,1,1,1,1,0,0,0,1,1,1,1,1,93.72
1577,1,0,0,0,1,0,0,1,0,0,1,0,0,107.62
1579,0,0,0,0,0,0,0,1,1,0,0,0,0,76.27
1581,1,1,1,0,0,1,0,1,1,1,1,1,1,118.9
1582,0,1,1,1,0,0,0,0,1,1,1,1,0,90.62
1589,1,1,1,0,0,0,0,0,0,0,0,0,0,110.23
1591,0,1,1,1,0,0,0,1,0,0,0,0,0,97.02
1593,0,1,1,1,0,0,0,0,1,1,1,1,1,90.39
1594,1,1,1,0,0,1,1,0,0,0,0,0,0,105.66
1595,0,0,0,1,0,0,0,0,0,0,1,0,0,95.71
1597,0,0,0,1,1,0,0,1,0,0,1,0,1,93.82
1600,1,1,1,0,0,0,0,1,0,0,1,0,1,109.19
1601,0,1,1,1,0,0,0,0,1,1,1,1,1,95.0
1602,1,0,0,0,0,1,1,1,1,1,1,1,0,100.59
1603,0,1,1,1,0,0,0,1,1,0,0,0,1,89.6
1605,0,1,1,1,0,0,1,1,0,0,0,0,0,109.64
1610,0,1,1,0,0,0,0,1,1,1,1,1,1,110.64
1612,1,0,0,0,0,0,0,0,1,1,1,1,1,104.62
1614,0,1,1,1,1,0,0,1,0,1,0,1,0,92.53
1615,1,1,1,0,1,0,0,1,1,0,1,0,1,121.79
1617,1,0,0,0,0,1,1,0,0,0,0,0,0,123.68
1618,0,1,1,1,1,0,1,1,1,1,1,1,0,94.11
1623,1,0,0,0,0,0,0,1,1,1,1,1,1,110.58
1624,0,1,1,1,0,0,0,1,0,0,1,0,0,93.8
1626,1,0,0,0,0,0,0,0,1,0,0,0,1,100.83
1628,0,0,0,1,1,0,0,1,1,0,1,0,0,121.18
1630,0,1,1,1,0,1,0,0,1,1,1,1,1,94.67
1631,0,1,1,1,0,1,0,1,1,0,0,0,0,87.47
1632,1,0,0,0,0,0,0,1,1,0,1,0,1,105.3
1633,0,1,1,1,0,1,0,0,1,1,1,1,1,89.65
1635,0,0,0,0,0,0,0,1,1,0,0,0,0,78.4
1637,0,1,1,1,0,1,0,1,1,1,1,1,0,105.03
1640,1,1,1,0,1,0,0,1,1,0,1,0,0,113.41
1642,1,0,0,0,0,1,0,0,0,0,0,0,0,99.51
1649,1,0,0,0,1,0,0,1,1,1,1,1,1,122.2
1650,0,1,1,1,0,0,0,0,1,1,1,1,0,90.78
1651,1,1,1,0,0,0,0,1,1,0,1,0,0,113.02
1654,0,1,1,1,1,0,1,0,1,1,0,1,0,94.41
1655,0,0,0,0,0,0,0,1,1,1,0,1,0,82.24
1657,1,1,1,0,0,0,1,0,1,0,0,0,0,110.64
1660,0,0,0,1,1,0,0,1,0,0,1,0,1,97.32
1662,1,0,0,0,0,0,0,0,0,0,0,0,0,101.43
1673,0,0,0,1,0,0,1,0,1,1,1,1,0,89.41
1675,1,1,1,0,0,0,0,1,1,1,1,1,1,114.91
1676,0,1,1,1,1,0,1,1,1,0,1,0,0,112.54
1681,0,0,0,0,0,0,0,1,1,0,0,0,0,76.99
1682,0,1,1,1,0,0,1,1,1,1,0,1,0,88.26
1684,0,1,1,1,0,0,0,0,1,1,1,1,0,109.58
1685,1,0,0,0,1,0,0,1,1,1,1,1,1,104.53
1688,0,0,0,1,1,0,1,1,1,1,1,1,0,91.21
1694,1,1,1,0,0,0,1,1,1,0,0,0,0,111.1
1698,0,1,1,1,0,0,1,1,1,1,1,1,1,88.12
1699,1,0,0,0,0,1,1,0,0,0,0,0,0,101.46
1705,0,1,1,1,0,1,0,0,1,1,1,1,0,88.88
1709,1,0,0,0,0,1,0,1,1,0,1,0,0,101.76
1712,0,1,1,1,0,1,1,0,1,1,1,1,0,87.71
1714,0,1,1,1,0,1,0,1,1,1,1,1,1,98.13
1715,1,0,0,0,1,0,0,1,1,0,1,0,1,98.93
1716,0,1,1,1,0,0,1,0,1,1,0,1,1,92.12
1718,1,1,1,0,0,0,0,1,0,0,0,0,1,108.15
1721,1,0,0,0,0,0,1,1,1,0,1,0,1,104.2
1723,1,0,0,0,0,0,1,1,0,1,1,1,0,126.52
1724,0,1,1,1,0,1,0,0,1,1,1,1,1,91.11
