CodArea;NomArea;Calle;Portal;Bloque;Piso;Mano;NIA;Ref unica;FechaUlti;LectUlti;TipoLectUlti;FechaAnt;LectAnt;TipoLectAnt;Tarifa;F Alta
03003;AMA-3;2660;0045;; 2;IZD;128180;1868801;2015-08-06;688;R;2015-04-30;650;R;01;2011-12-23
03003;AMA-3;2660;0045;; 3;DCH;156248;753322;2015-04-30;3507;R;2014-11-10;3475;R;01;1996-12-31
03003;AMA-3;2660;0045;; 3;IZD;335842;1041506;2015-08-06;811;R;2015-05-04;792;R;01;2001-01-01
03003;AMA-3;2660;0045;; 4;DCH;409329;1840816;2015-08-06;94;R;2015-04-30;1;E;01;2013-08-06
03003;AMA-3;2660;0045;; 4;IZD;66918;1604865;2015-05-14;4032;R;2015-02-16;4020;R;01;2006-07-01
03003;AMA-3;2660;0045;;;;3443;1474573;2015-08-06;43;R;2015-04-30;43;R;01;2005-01-01
03003;AMA-3;2660;0041;; 6;;128158;976827;2015-08-06;6165;R;2015-04-30;6135;R;01;2000-02-22
03003;AMA-3;2660;0041;;BJ;;293363;537646;2015-08-06;4983;R;2015-04-30;4951;R;02;1993-12-31
03003;AMA-3;2660;0041;; 8;;180586;976872;2015-08-07;601;R;2015-04-30;567;R;01;2011-01-01
03003;AMA-3;2660;0041;; 7;  B;87718;976850;2015-08-06;169;R;2015-04-30;121;R;01;2014-11-01
03003;AMA-3;2660;0041;; 7;  A;76337;976838;2015-08-13;5609;R;2015-05-05;5606;R;01;2000-02-22
03003;AMA-3;2660;0041;; 5;  B;99886;1732591;2015-08-17;5811;R;2015-02-09;5715;R;01;2008-12-29
03003;AMA-3;2660;0041;; 5;  A;405904;1814279;2015-08-06;1397;R;2015-04-30;1380;R;01;2009-11-09
03003;AMA-3;2890;0001;; 6;  E;62880;1961595;2015-02-04;1411;R;2014-11-03;1411;R;01;2013-11-27
03003;AMA-3;2890;0001;; 2;  B;7842;1565191;2015-07-30;1111;R;2015-04-22;1102;R;01;2006-02-28
03003;AMA-3;2890;0001;; 2;  C;140496;701456;2015-07-30;72;R;2015-04-22;72;R;01;1996-04-30
03003;AMA-3;2890;0001;; 3;  A;322716;759853;2014-11-18;479;R;2014-11-03;477;R;01;1997-06-23
03003;AMA-3;2890;0001;; 3;  A;423238;1996468;2015-07-30;483;R;2015-04-22;481;R;01;2014-11-19
03003;AMA-3;2890;0001;; 4;  C;172168;701672;2015-07-30;281;R;2015-04-22;280;R;01;1996-04-30
03003;AMA-3;2890;0001;; 3;  C;314408;783223;2015-07-30;1704;R;2015-04-22;1676;R;01;1997-11-13
03003;AMA-3;2890;0003;;;;6035;60353;2015-08-03;15232;R;2015-04-22;15067;R;10;1980-01-01
03003;AMA-3;2890;0001;; 5;  C;316462;701730;2015-07-30;84;R;2015-04-22;82;R;01;1996-04-30
03003;AMA-3;2890;0001;; 5;  B;371636;1938242;2015-07-30;267;R;2015-04-22;266;R;01;2013-08-08
03003;AMA-3;2890;0001;; 5;  A;257326;864953;2015-07-30;48;R;2015-04-22;48;R;01;1997-02-22
03003;AMA-3;2890;0001;; 4;  D;305748;907356;2015-07-30;370;R;2015-04-22;350;R;01;1997-02-10
03003;AMA-3;2890;0001;; 6;  E;118234;2006748;2015-07-30;1444;R;2015-04-21;1420;R;01;2015-01-28
03003;AMA-3;2890;0001;; 3;  B;322329;748086;2015-07-30;254;R;2015-04-22;251;R;01;1996-12-31
03003;AMA-3;2890;0004;; 2;  B;103777;791068;2015-08-03;2272;R;2015-05-06;2255;R;01;1998-01-09
03003;AMA-3;2890;0004;; 6;CTR;115569;1264261;2015-07-30;102;R;2015-04-22;83;R;01;2014-05-05
03003;AMA-3;2890;0004;; 5;IZD;6056;1412435;2015-07-30;596;R;2015-04-22;581;R;01;2004-07-01
03003;AMA-3;2890;0004;; 5;DCH;132886;1295336;2015-05-04;848;R;2015-02-04;833;R;01;2004-01-01
03003;AMA-3;2890;0004;; 4;IZD;55054;1326107;2015-07-30;1088;R;2015-04-22;1073;R;01;2003-12-22
03003;AMA-3;2890;0001;;;;317441;700522;2015-07-30;1576;R;2015-04-22;1567;R;02;1996-04-30
03003;AMA-3;2840;0009;;BJ;  2;101255;1317870;2015-08-03;3943;R;2015-04-24;3833;R;03;2004-02-18
03003;AMA-3;2840;0009;;BJ;  1;101255;1337861;2015-08-03;3;R;2015-04-24;2;R;02;2004-02-18
03003;AMA-3;2840;0009;;BJ;;132796;1457547;2015-08-03;181;R;2015-04-24;177;R;02;2005-03-31
03003;AMA-3;2840;0009;; 6;  B;366597;1317314;2015-08-03;838;R;2015-04-24;815;R;01;2004-02-18
03003;AMA-3;2840;0009;; 5;  C;117507;1317278;2015-08-03;956;R;2015-04-24;932;R;01;2004-02-18
03003;AMA-3;2840;0007;; 3;IZD;6236;1625611;2015-08-03;2918;E;2015-05-04;2918;E;01;2006-11-29
03003;AMA-3;2840;0009;; 5;  A;42091;1317245;2015-08-03;679;R;2015-04-24;656;R;01;2004-02-18
03003;AMA-3;2840;0007;; 3;DCH;107079;1295290;2015-08-04;1930;R;2015-04-24;1895;R;01;2004-01-01
03003;AMA-3;2840;0009;; 4;  A;132796;1317223;2015-08-03;686;R;2015-04-24;667;R;01;2004-02-18
03003;AMA-3;2840;0005;;ST;;410276;1851401;2015-08-07;44;R;2015-02-06;43;R;02;2011-03-01
03003;AMA-3;2840;0005;;ST;DCH;54587;1672071;2015-08-17;50;R;2015-02-04;47;R;02;2006-10-01
03003;AMA-3;2840;0006;;;;331123;1414077;2015-08-03;5768;R;2015-04-24;5668;R;10;2004-07-01
03003;AMA-3;2840;0006;;;;331123;1494984;2015-08-03;11;R;2015-04-24;10;R;01;2005-08-05
03003;AMA-3;2840;0007;; 1;;132788;771226;2015-08-03;5038;R;2015-05-04;5001;R;01;1997-04-30
03003;AMA-3;2890;0001;; 1;  C;317454;701401;2015-07-30;995;R;2015-04-22;983;R;01;1996-04-30
03003;AMA-3;2840;0009;; 5;  B;27582;1317256;2015-08-03;72;R;2015-04-24;71;R;01;2004-02-18
03003;AMA-3;2890;0011;; 1;IZD;332024;1615314;2015-07-30;953;R;2015-05-07;895;R;01;2010-01-02
03003;AMA-3;2890;0012;; 1;  C;371987;1503495;2015-07-30;1504;R;2015-05-04;1454;R;01;2005-06-30
03003;AMA-3;2890;0012;; 1;  B;380496;1563559;2015-09-01;616;R;2015-05-04;428;E;01;2010-06-17
03003;AMA-3;2890;0012;; 1;  A;175378;1820450;2015-08-10;577;R;2015-05-04;558;R;01;2010-10-18
03003;AMA-3;2890;0012;;;;133084;608068;2015-08-03;28;R;2015-04-22;28;R;01;1994-12-31
03003;AMA-3;2890;0011;;BJ;;25440;1556897;2015-07-30;1261;R;2015-05-04;1088;E;03;2005-10-01
03003;AMA-3;2890;0011;;BJ;;97127;61038;2015-07-30;13545;R;2015-04-22;13445;R;03;1980-01-01
03003;AMA-3;2890;0011;; 5;IZD;11833;572349;2015-07-30;5116;R;2015-04-22;5074;R;01;1994-04-30
03003;AMA-3;2890;0011;; 5;DCH;49202;572305;2015-07-30;6702;R;2015-04-22;6674;R;01;1994-04-30
03003;AMA-3;2890;0011;; 4;IZD;133057;1893990;2015-07-30;781;E;2015-04-22;781;R;01;2012-09-14
03003;AMA-3;2890;0011;; 4;DCH;42371;572247;2015-08-04;2732;R;2015-05-12;2727;R;01;1994-04-30
03003;AMA-3;2890;0011;; 3;IZD;298043;1581975;2015-07-30;2613;R;2015-05-04;2589;R;01;2005-12-22
03003;AMA-3;2890;0011;; 3;DCH;350717;1295892;2015-07-30;1649;R;2015-05-06;1620;R;01;2004-01-01
03003;AMA-3;2890;0008;;BJ;;132976;555346;2015-07-29;4028;R;2015-05-05;3906;R;03;2009-03-15
03003;AMA-3;2890;0011;; 2;DCH;133050;1295814;2015-07-30;2284;R;2015-02-04;2244;R;01;2004-01-01
03003;AMA-3;2890;0012;; 2;  B;294147;1296168;2015-07-30;4531;R;2015-04-22;4441;R;01;2004-01-01
03003;AMA-3;2890;0011;; 1;DCH;5240;1295745;2015-07-30;813;R;2015-04-22;792;R;01;2004-01-01
03003;AMA-3;2890;0010;;EN;IZD;388532;1647868;2015-07-30;1085;R;2015-04-30;1061;R;01;2007-05-07
03003;AMA-3;2890;0010;;EN;DCH;91938;1527308;2015-07-30;672;R;2015-04-30;667;R;01;2005-02-11
03003;AMA-3;2890;0010;;BJ;  B;351215;1593870;2015-07-30;129;R;2015-04-30;127;R;02;2006-06-28
03003;AMA-3;2890;0010;;BJ;  A;138128;1178900;2015-07-30;379;R;2015-04-30;372;R;02;2002-09-19
03003;AMA-3;2890;0010;; 5;  D;327304;803249;2015-07-30;902;R;2015-04-30;831;R;01;1997-11-10
03003;AMA-3;2890;0010;; 5;  C;351017;1176540;2015-07-30;1412;R;2015-04-30;1390;R;01;2002-10-11
03003;AMA-3;2890;0010;; 5;  B;331236;1339889;2015-07-30;622;R;2015-04-30;619;R;01;2004-06-30
03003;AMA-3;2890;0010;; 5;  A;358532;1151996;2015-07-30;1682;R;2015-04-30;1655;R;01;2001-10-05
03003;AMA-3;2890;0010;; 4;  D;359160;1157961;2015-07-30;1346;R;2015-04-30;1296;R;01;2002-06-27
03003;AMA-3;2890;0010;; 4;  C;328161;811471;2015-07-30;1078;R;2015-04-30;1072;R;01;1998-03-05
03003;AMA-3;2890;0010;; 4;  B;93049;800897;2015-07-30;947;R;2015-04-30;944;R;01;1998-02-19
03003;AMA-3;2890;0010;; 4;  A;155092;702062;2015-07-30;2245;R;2015-04-30;2212;R;01;1996-04-30
03003;AMA-3;2890;0011;; 2;IZD;280834;1579218;2015-07-30;464;R;2015-04-22;451;R;01;2006-01-27
03003;AMA-3;3130;0001;;GJ;;45914;536825;2015-08-25;45;R;2015-05-20;45;R;02;1987-12-31
03003;AMA-3;3130;0004;; 1;  A;307135;1713990;2015-09-10;794;R;2015-05-20;675;E;01;2008-06-02
03003;AMA-3;3130;0003;;PR;;137296;265136;2015-05-20;2972;R;2015-02-25;2939;R;01;1980-01-01
03003;AMA-3;3130;0003;;EN;;137294;265125;2015-05-28;110;R;2015-02-24;69;R;01;2014-12-02
03003;AMA-3;3130;0003;; 4;;415021;1886443;2015-08-25;3726;R;2015-02-25;3710;R;01;2012-03-09
03003;AMA-3;3130;0003;; 3;;413420;1886136;2015-09-01;2418;R;2015-05-20;2343;R;01;2012-03-02
03003;AMA-3;3130;0003;; 2;;137248;265158;2015-08-25;2500;R;2015-05-20;2487;R;01;1980-01-01
03003;AMA-3;3130;0003;; 1;;365601;1224110;2015-08-25;7200;R;2015-06-12;7154;R;01;2002-08-14
03003;AMA-3;3130;0002;;GJ;;137268;556032;2015-08-25;133;R;2015-05-20;133;R;02;1994-04-30
03003;AMA-3;3130;0002;; 6;;158781;759422;2015-08-25;4780;R;2015-05-20;4721;R;01;1996-12-31
03003;AMA-3;3130;0002;; 5;;156983;759411;2015-08-25;2648;R;2015-05-20;2621;R;01;1996-12-31
03003;AMA-3;3130;0002;; 4;;7319;1880536;2015-08-25;4438;R;2015-05-20;4394;R;01;2011-09-20
03003;AMA-3;3130;0002;; 3;;137274;759386;2015-05-20;7416;R;2015-02-24;7398;R;01;1996-12-31
03003;AMA-3;3130;0002;; 2;;356559;1101491;2015-08-25;257;R;2015-05-22;241;R;01;2008-08-01
03003;AMA-3;2890;0012;; 1;  D;326647;1296077;2015-07-30;2316;R;2015-05-04;2269;R;01;2004-01-01
03003;AMA-3;2890;0012;; 4;  A;256712;608660;2015-07-30;4641;R;2015-05-04;4641;R;01;1994-12-31
03003;AMA-3;2890;0010;; 3;  B;43589;1118426;2015-07-30;1719;R;2015-04-30;1699;R;01;2001-10-02
03003;AMA-3;2890;0012;; 2;  C;299683;1770964;2015-08-03;2978;R;2015-05-04;2946;R;01;2009-09-18
03003;AMA-3;2890;0012;; 2;  D;87941;1647722;2015-08-03;730;R;2015-04-22;698;R;01;2010-04-01
03003;AMA-3;2890;0012;; 3;  A;133080;1296180;2015-07-30;1747;R;2015-04-22;1710;R;01;2004-01-01
03003;AMA-3;2890;0012;; 3;  B;133082;1296226;2015-07-30;2315;R;2015-04-22;2284;R;01;2004-01-01
03003;AMA-3;3130;0002;; 1;;80302;759364;2015-08-25;2038;R;2015-05-20;2024;R;01;1996-12-31
03003;AMA-3;2890;0012;; 3;  D;43728;721969;2015-08-07;4225;R;2015-05-07;4193;R;01;1997-01-01
03003;AMA-3;3130;0002;;;;137268;760380;2015-08-25;10;R;2015-05-20;10;R;01;2011-05-01
03003;AMA-3;2890;0012;; 4;  B;380934;1563582;2015-08-03;691;R;2015-05-18;690;R;01;2006-02-27
03003;AMA-3;2890;0012;; 4;  C;175223;1105824;2015-08-03;1250;R;2015-02-04;1202;R;01;2002-01-10
03003;AMA-3;2890;0012;; 4;  D;330883;848339;2015-08-03;1916;R;2015-05-04;1892;R;01;1998-07-30
03003;AMA-3;2890;0012;;BJ;;299420;1247008;2015-07-30;2026;R;2015-04-22;2004;R;02;2003-11-13
03003;AMA-3;2890;0012;; 2;  A;296159;1296135;2015-07-30;1048;R;2015-04-22;1026;R;01;2004-01-01
03003;AMA-3;2890;0012;; 3;  C;310216;1443919;2015-07-30;1274;R;2015-05-04;1247;R;01;2004-10-01
03003;AMA-3;2890;0005;; 5;DCH;95978;1842072;2015-08-04;2538;R;2015-05-07;2526;R;01;2009-06-02
03003;AMA-3;2890;0010;; 3;  D;162047;857666;2015-07-30;1044;R;2015-04-30;1032;R;01;1997-11-10
03003;AMA-3;2890;0008;;BJ;;341804;1857249;2015-07-29;173;R;2015-05-04;163;R;02;2011-09-16
03003;AMA-3;2840;0005;;BJ;;284265;1295267;2015-08-03;9238;E;2015-05-04;9238;E;03;2004-01-01
03003;AMA-3;2890;0008;;;;6079;60795;2015-09-28;6148;R;2015-08-26;5955;R;10;2012-09-24
03003;AMA-3;2890;0005;;BJ;;132929;1582229;2015-08-03;156;R;2015-04-22;156;R;02;2006-01-01
03003;AMA-3;2890;0005;;BJ;;352446;1738453;2015-08-03;6726;R;2015-04-22;6726;R;03;2009-02-23
03003;AMA-3;2890;0005;;BJ;;132905;1841966;2015-08-03;44;R;2015-04-22;43;R;01;2013-01-31
03003;AMA-3;2890;0005;;BJ;;122924;1736355;2015-02-05;42;R;2014-11-03;41;R;02;2012-02-01
03003;AMA-3;2890;0005;;BJ;;132922;60648;2015-08-03;865;R;2015-04-22;864;R;02;1980-01-01
03003;AMA-3;2890;0005;;BJ;;132923;60637;2015-08-03;12864;R;2015-04-22;12786;R;03;1980-01-01
03003;AMA-3;2890;0005;; 7;;412186;1868629;2015-07-30;4429;R;2015-05-04;4412;R;01;2011-12-15
03003;AMA-3;2890;0005;; 6;IZD;55787;1810971;2015-07-30;1097;R;2015-04-22;1077;R;01;2010-07-05
03003;AMA-3;2890;0008;;BJ;;181490;1032995;2015-07-28;8485;E;2015-04-24;8485;E;03;1995-04-28
03003;AMA-3;2890;0005;; 1;;6069;1015323;2015-07-30;932;R;2015-05-04;852;E;01;2000-07-01
03003;AMA-3;2890;0004;; 7;DCH;355813;1188707;2015-07-30;730;R;2015-05-04;706;R;01;2001-03-16
03003;AMA-3;2890;0004;; 7;IZD;333427;1809375;2015-07-30;490;R;2015-04-22;444;R;01;2010-09-02
03003;AMA-3;2890;0004;;BJ;;330809;1895418;2015-08-03;85;R;2015-05-04;49;R;02;2015-05-04
03003;AMA-3;2890;0004;;BJ;;71350;1694217;2015-08-03;3380;R;2015-05-04;3375;R;02;2007-11-13
03003;AMA-3;2890;0004;;BJ;;4942;1237654;2015-08-03;5737;R;2015-05-04;5610;R;02;2003-04-01
03003;AMA-3;2890;0005;; 6;DCH;6076;1417349;2015-07-30;1001;R;2015-05-05;986;R;01;2004-07-01
03003;AMA-3;2890;0004;;BJ;;4942;49427;2015-08-04;83;R;2015-05-04;81;R;02;2010-08-01
03003;AMA-3;2890;0005;; 5;IZD;386811;1635156;2015-07-30;1181;R;2015-04-22;1152;R;01;2006-07-07
03003;AMA-3;2890;0005;; 2;DCH;398731;1922743;2015-07-30;412;R;2015-04-22;389;R;01;2013-02-20
03003;AMA-3;2890;0005;; 2;IZD;117538;1131698;2015-07-30;1787;R;2015-04-22;1767;R;01;2002-02-11
03003;AMA-3;2890;0005;; 3;;6071;1016008;2015-07-30;863;R;2014-12-05;851;R;01;2000-07-01
03003;AMA-3;2890;0005;; 4;DCH;420845;1936382;2015-07-30;899;R;2015-05-04;861;R;01;2013-08-13
03003;AMA-3;2890;0005;; 4;IZD;132908;60739;2015-07-30;3003;R;2015-04-22;2981;R;01;1980-01-01
03003;AMA-3;2890;0008;;GJ;;6079;1295347;2015-07-29;16;R;2015-05-04;16;R;02;2004-01-01
03003;AMA-3;2890;0004;;BJ;;3325;1828647;2015-08-03;1;R;2015-05-04;1;R;02;2015-02-04
03003;AMA-3;2890;0009;;EN;DCH;336767;1219874;2015-07-30;1490;R;2015-04-22;1478;R;02;2003-01-01
03003;AMA-3;2890;0004;; 7;CTR;132895;60626;2015-07-30;1016;R;2015-04-22;998;R;01;1980-01-01
03003;AMA-3;2890;0010;; 3;  A;315814;701956;2015-07-30;211;R;2015-04-30;211;R;01;1996-04-30
03003;AMA-3;2890;0010;; 2;  D;374018;1471552;2015-07-30;2048;R;2015-04-30;2033;R;01;2004-11-25
03003;AMA-3;2890;0010;; 2;  C;333524;2001016;2015-07-30;223;R;2015-04-30;220;R;01;2014-10-30
03003;AMA-3;2890;0010;; 2;  C;315986;701832;2015-02-04;219;R;2014-11-03;219;R;01;1996-04-30
03003;AMA-3;2890;0010;; 2;  B;317457;701821;2015-07-30;201;R;2015-04-30;201;R;01;1996-04-30
03003;AMA-3;2890;0010;; 2;  A;315850;701810;2015-07-30;994;R;2015-04-30;978;R;01;1996-04-30
03003;AMA-3;2890;0010;; 1;  F;138128;1833723;2015-07-30;233;R;2015-04-30;232;R;01;2010-12-31
03003;AMA-3;2890;0010;; 1;  E;88403;1528958;2015-07-30;90;R;2015-04-30;87;R;02;2005-11-22
03003;AMA-3;2890;0010;; 1;  D;88403;970192;2015-07-30;199;R;2015-04-30;199;R;02;2000-01-14
03003;AMA-3;2890;0010;; 1;  C;88403;970181;2015-07-30;52;R;2015-04-30;51;R;02;2000-01-14
03003;AMA-3;2890;0010;; 1;  B;138128;970078;2015-07-30;1293;R;2015-04-30;1264;R;01;2000-01-18
03003;AMA-3;2890;0010;;;;322466;755635;2015-07-30;20;R;2015-04-30;20;R;01;1996-12-31
03003;AMA-3;2890;0004;; 3;DCH;132872;60502;2015-07-30;4211;R;2015-04-22;4172;R;01;1980-01-01
03003;AMA-3;2890;0009;; 4;IZD;292243;443427;2015-07-30;5994;R;2015-05-04;5964;R;01;1988-01-23
03003;AMA-3;2890;0009;; 1;DCH;316483;1295358;2015-07-30;134;R;2015-04-22;131;R;01;2004-01-01
03003;AMA-3;2890;0009;; 1;IZD;133018;60911;2015-09-09;4180;R;2015-04-22;4136;R;01;1980-01-01
03003;AMA-3;2890;0009;; 2;DCH;133020;60922;2015-09-08;3827;R;2015-04-22;3790;R;01;1980-01-01
03003;AMA-3;2890;0009;; 2;IZD;414911;1886034;2015-07-30;1846;R;2015-05-04;1810;R;01;2010-12-13
03003;AMA-3;2890;0009;; 3;DCH;106737;1295585;2015-05-05;1469;R;2015-02-04;1453;R;01;2004-01-01
03003;AMA-3;2890;0009;;SS;IZD;323683;1603464;2015-07-30;508;R;2015-05-05;508;R;02;2006-01-01
03003;AMA-3;2890;0009;; 4;DCH;145299;1238135;2015-07-30;1117;R;2015-04-22;1098;R;01;2003-04-01
03003;AMA-3;2890;0009;;EN;IZD;323683;1603204;2015-07-30;515;R;2015-05-04;510;R;01;2006-07-01
03003;AMA-3;2890;0009;; 5;DCH;47878;1951958;2015-07-30;1607;R;2015-04-22;1550;R;01;2013-10-11
03003;AMA-3;2890;0009;; 5;IZD;311223;1346745;2015-07-30;2863;R;2015-05-05;2834;R;01;2004-08-03
03003;AMA-3;2890;0009;; 6;DCH;298257;943723;2015-08-21;1647;R;2015-02-05;1607;R;01;1999-10-21
03003;AMA-3;2890;0009;;BJ;CTR;133041;60853;2015-07-30;60;R;2015-05-05;59;R;02;1980-01-01
03003;AMA-3;2890;0009;;BJ;DCH;133041;1513883;2015-07-30;160;E;2015-05-05;160;R;02;2005-10-01
03003;AMA-3;2890;0010;; 3;  C;353298;1073209;2015-07-30;729;R;2015-04-30;718;R;01;2000-12-30
03003;AMA-3;2890;0009;; 3;IZD;390067;1659649;2015-07-30;1904;E;2015-05-04;1904;E;01;2007-09-28
03003;AMA-3;2840;0001;; 4;DCH;132721;608831;2015-08-03;6447;R;2015-04-24;6408;R;01;1994-12-31
03003;AMA-3;2840;0005;; 5;IZD;43599;624400;2015-08-03;147;R;2015-05-07;145;R;01;1995-08-23
03003;AMA-3;2890;0004;; 4;CTR;191788;775568;2015-07-30;3828;R;2015-05-04;3782;R;01;1997-08-04
03003;AMA-3;2840;0001;;;;5926;608422;2015-08-04;64;R;2015-04-24;63;R;01;1994-12-31
03003;AMA-3;2840;0001;; 1;CTR;186606;1295074;2015-08-04;1386;R;2015-05-04;1373;R;01;2004-01-01
03003;AMA-3;2840;0001;; 1;DCH;132731;59304;2015-07-30;1413;R;2015-04-24;1400;R;02;1980-01-01
03003;AMA-3;2840;0001;; 2;DCH;59890;608579;2015-08-03;2986;R;2015-04-24;2967;R;01;1994-12-31
03003;AMA-3;2840;0001;; 2;IZD;82643;1614479;2015-08-03;1644;R;2015-04-24;1592;R;01;2006-07-26
03003;AMA-3;2840;0001;; 3;IZD;389868;1659730;2015-08-03;800;E;2015-05-04;800;E;01;2007-09-10
03003;AMA-3;2840;0001;; 4;IZD;75777;608886;2015-08-03;1615;R;2015-04-24;1608;E;01;1994-12-31
03003;AMA-3;2840;0001;; 5;DCH;132721;1724132;2015-08-03;856;R;2015-04-24;832;R;01;2008-10-30
03003;AMA-3;2840;0001;; 5;IZD;132727;608944;2015-08-03;3610;R;2015-04-24;3581;R;01;1994-12-31
03003;AMA-3;2840;0001;;BJ;;132731;1986934;2015-08-04;1125;R;2015-04-24;1123;R;02;2014-08-01
03003;AMA-3;2840;0001;;EN;  A;132731;59291;2015-08-04;1404;R;2015-04-24;1351;R;02;2009-05-04
03003;AMA-3;2840;0005;; 2;DCH;67230;618661;2015-08-06;807;R;2015-05-04;800;R;01;1995-04-30
03003;AMA-3;2840;0001;; 3;DCH;288723;608693;2015-08-03;2070;R;2015-05-04;2049;R;01;1994-12-31
03003;AMA-3;2840;0005;; 4;IZD;332031;864873;2015-08-21;2365;R;2015-05-06;2327;R;01;1998-10-01
03003;AMA-3;2840;0001;;EN;  B;132731;1873078;2015-08-04;35;R;2015-04-24;35;R;02;2011-12-23
03003;AMA-3;2840;0005;; 3;IZD;140107;1970888;2015-08-03;5862;R;2015-04-24;5836;R;01;2014-04-03
03003;AMA-3;2840;0005;; 2;IZD;346118;925329;2015-08-04;2232;R;2015-05-05;2218;R;01;1999-06-30
03003;AMA-3;2840;0005;; 4;DCH;132752;1295132;2015-08-03;1829;R;2015-04-24;1775;R;01;2004-01-01
03003;AMA-3;2840;0005;; 5;DCH;421858;1943179;2015-08-03;2978;R;2015-04-24;2924;R;01;2012-06-07
03003;AMA-3;2840;0005;; 1;IZD;178924;1203499;2015-08-03;2930;R;2015-04-24;2916;R;01;2003-03-28
03003;AMA-3;2840;0005;; 1;DCH;63817;739908;2015-08-03;999;R;2015-04-24;992;R;01;1997-02-19
03003;AMA-3;2840;0004;;BJ;;157112;1612882;2015-08-03;5230;R;2015-04-24;5226;R;03;2006-11-02
03003;AMA-3;2840;0005;; 3;DCH;90184;925272;2015-08-03;5606;R;2015-04-24;5578;R;01;1999-06-30
03003;AMA-3;4300;0046;; 2;  A;103991;48322;2015-08-04;4486;R;2015-05-05;4443;R;01;1980-01-01
03003;AMA-3;4300;0054;Y; 7;DCH;324953;1390399;2015-08-03;243;E;2015-05-05;243;E;01;2004-07-01
03003;AMA-3;4300;0045;;;;4818;48184;2015-02-13;20456;R;2014-11-04;20415;R;20;1980-01-01
03003;AMA-3;4300;0046;;;;4823;48231;2015-08-04;178;R;2015-05-05;178;R;01;1980-01-01
03003;AMA-3;4300;0046;; 1;  A;186245;912783;2015-08-04;2043;R;2015-05-05;2025;R;02;1998-09-03
03003;AMA-3;4300;0046;; 1;  B;284137;445730;2015-08-04;3134;R;2015-05-05;3120;R;02;1991-08-31
03003;AMA-3;4300;0046;; 1;  C;99396;850325;2015-08-04;1766;R;2015-05-05;1749;R;01;1998-07-13
03003;AMA-3;4300;0043;;BJ;;162135;1509222;2015-08-04;700;R;2015-04-30;685;R;02;2005-07-01
03003;AMA-3;4300;0046;; 1;  E;61974;1197181;2015-08-04;3048;R;2015-05-05;2989;R;01;2002-12-09
03003;AMA-3;4300;0046;; 2;  B;162158;48333;2015-08-04;7093;R;2015-05-05;7043;R;01;1980-01-01
03003;AMA-3;4300;0046;; 2;  C;162160;48344;2015-08-04;4770;R;2015-05-05;4721;R;01;1980-01-01
03003;AMA-3;4300;0046;; 2;  D;60924;662511;2015-08-04;408;R;2015-05-05;399;R;01;1995-08-31
03003;AMA-3;4300;0046;; 2;  E;40258;405418;2015-08-04;787;R;2015-05-05;781;R;01;1989-12-31
03003;AMA-3;4300;0046;; 3;  A;381970;1582194;2015-08-04;4345;R;2015-05-05;4289;R;01;2006-04-07
03003;AMA-3;4300;0046;; 3;  B;144162;48388;2015-08-04;6689;R;2015-05-05;6653;R;01;1980-01-01
03003;AMA-3;4300;0046;; 3;  C;87607;490774;2015-08-04;665;R;2015-05-05;665;R;01;1993-01-11
03003;AMA-3;4300;0046;; 3;  D;361292;1188387;2015-08-04;2712;R;2015-05-05;2678;R;01;2002-01-30
03003;AMA-3;4300;0046;; 1;  D;162154;48300;2015-08-04;597;R;2015-05-05;595;R;02;1980-01-01
03003;AMA-3;4300;0043;; 3;IZD;41754;916069;2015-08-03;5929;R;2015-05-05;5896;R;01;1999-04-16
03003;AMA-3;4300;0042;; 6;IZD;336627;917584;2015-05-19;2;R;2015-02-06;2;R;01;2015-02-01
03003;AMA-3;4300;0042;;BJ;;297327;1896455;2015-08-06;26078;R;2015-05-05;25882;R;03;2012-08-07
03003;AMA-3;4300;0043;;;;4815;915997;2015-08-04;5;R;2015-04-30;4;R;01;1999-04-16
03003;AMA-3;4300;0043;; 1;CTR;352864;1768365;2015-08-03;576;R;2015-05-06;557;R;01;2009-09-09
03003;AMA-3;4300;0043;; 1;DCH;162103;916014;2015-08-03;2224;R;2015-05-05;2202;R;01;1999-04-16
03003;AMA-3;4300;0043;; 1;IZD;354595;1893229;2015-08-04;36316;R;2015-04-30;36279;R;01;2012-06-18
03003;AMA-3;4300;0043;; 2;DCH;298327;1500236;2015-08-03;1818;R;2015-06-05;1797;R;01;2005-07-01
03003;AMA-3;4300;0043;;ST;;59890;473179;2015-08-04;2522;R;2015-04-30;2510;R;02;1992-04-30
03003;AMA-3;4300;0043;; 3;DCH;162110;916081;2015-08-03;570;R;2015-04-30;539;R;01;2012-04-01
03003;AMA-3;4300;0046;; 4;  B;71662;662237;2015-08-04;4271;R;2015-05-05;4238;R;01;1992-03-23
03003;AMA-3;4300;0043;; 4;DCH;118243;1007908;2015-08-06;3158;R;2015-04-30;3133;R;01;2000-08-14
03003;AMA-3;4300;0043;; 4;IZD;280880;1783602;2015-04-30;1025;R;2015-02-05;994;R;01;2009-05-27
03003;AMA-3;4300;0043;; 5;DCH;162122;1979943;2015-02-05;1138;R;2014-11-04;1136;R;01;2014-09-16
03003;AMA-3;4300;0043;; 5;IZD;115758;1846381;2015-08-03;1214;R;2015-04-30;1179;R;01;2011-04-08
