Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Reforma,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Crisis
329.0,75.0,73.09307113904906,11888.0,6.0,6.0,1916.0,1994.0,0.0,0.0,0.0,844.0,844.0,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,10.0,0.0,1930.0,2.0,441.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,214500.0,15.0,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,FuseA,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Burbuja
330.0,70.0,60.0,6402.0,5.0,5.0,1920.0,1950.0,0.0,0.0,0.0,596.0,596.0,596.0,596.0,0.0,1192.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1920.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,78000.0,59.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,N,WD,Normal,Burbuja
331.0,90.0,67.30893823256179,10624.0,5.0,4.0,1964.0,1964.0,84.0,40.0,0.0,1424.0,1728.0,1728.0,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,6.0,2.0,10.0,0.0,2002.0,1.0,352.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,119000.0,43.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Crisis
332.0,20.0,70.0,8176.0,5.0,6.0,1958.0,1992.0,0.0,846.0,0.0,210.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1958.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,139000.0,15.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
333.0,20.0,85.0,10655.0,8.0,5.0,2003.0,2004.0,296.0,1124.0,0.0,1603.0,2148.108839327682,1629.0,0.0,0.0,1629.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2003.0,3.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,284000.0,5.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
334.0,120.0,59.0,8198.0,7.0,5.0,2004.0,2004.0,146.0,720.0,0.0,638.0,1358.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2004.0,2.0,484.0,192.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,207000.0,4.0,RM,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
335.0,60.0,59.0,9042.0,6.0,5.0,1998.0,1998.0,0.0,828.0,0.0,115.0,943.0,943.0,695.0,0.0,1638.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,2.0,1998.0,2.0,472.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,192000.0,10.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Burbuja
336.0,190.0,153.88790986083214,164660.0,5.0,6.0,1965.0,1965.0,0.0,1249.0,0.0,103.0,1499.0,1619.0,167.0,0.0,1786.0,2.0,0.0,2.0,0.0,3.0,1.0,7.0,2.0,1965.0,2.0,529.0,124.03253654277763,0.0,0.0,0.0,0.0,0.0,700.0,8.0,2008.0,228950.0,43.0,RL,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Burbuja
337.0,20.0,86.0,14157.0,9.0,5.0,2005.0,2006.0,200.0,1249.0,0.0,673.0,1922.0,1922.0,0.0,0.0,1922.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,2005.0,3.0,676.0,178.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,377426.0,1.0,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Crisis
338.0,20.0,70.0,9135.0,7.0,5.0,2002.0,2003.0,113.0,810.0,0.0,726.0,1536.0,1536.0,0.0,0.0,1536.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2002.0,2.0,532.0,192.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,214000.0,5.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
339.0,20.0,91.0,14145.0,7.0,7.0,1984.0,1998.0,0.0,213.0,0.0,995.0,1208.0,1621.0,0.0,0.0,1621.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1984.0,2.0,440.0,108.0,45.0,0.0,0.0,0.0,0.0,400.0,5.0,2006.0,202500.0,8.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
340.0,20.0,66.0,12400.0,6.0,7.0,1958.0,1998.0,176.0,585.0,0.0,630.0,1215.0,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1958.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,155000.0,11.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
341.0,60.0,85.0,14191.0,8.0,5.0,2002.0,2002.0,0.0,0.0,0.0,967.0,967.0,993.0,915.0,0.0,1908.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,0.0,2002.0,2.0,431.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,202900.0,8.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Burbuja
342.0,20.0,60.0,8400.0,4.0,4.0,1950.0,1950.0,0.0,0.0,0.0,721.0,721.0,841.0,0.0,0.0,841.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1950.0,1.0,294.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,82000.0,59.0,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,CarPort,Unf,TA,TA,N,WD,Normal,Burbuja
343.0,90.0,73.03421919542217,8544.0,3.0,4.0,1949.0,1950.0,340.0,0.0,0.0,0.0,519.2083282616845,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,0.0,1949.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,87500.0,56.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,Wall,Fa,N,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Crisis
344.0,120.0,63.0,8849.0,9.0,5.0,2005.0,2005.0,128.00969534464798,28.0,0.0,1656.0,1684.0,1684.0,0.0,0.0,1684.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2005.0,2.0,564.0,116.64516539950483,72.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,266000.0,3.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
345.0,160.0,36.0,2592.0,5.0,3.0,1976.0,1976.0,0.0,129.0,0.0,175.0,536.0,536.0,576.0,0.0,1112.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,1976.0,1.0,336.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,85000.0,34.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
346.0,50.0,65.0,6435.0,6.0,5.0,1939.0,1950.0,0.0,0.0,0.0,972.0,972.0,972.0,605.0,0.0,1577.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1939.0,1.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,140200.0,56.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Crisis
347.0,20.0,105.3077603843549,12772.0,6.0,8.0,1960.0,1998.0,0.0,498.0,0.0,460.0,958.0,958.0,0.0,0.0,958.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1960.0,1.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,15500.0,4.0,2007.0,151500.0,9.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
348.0,20.0,78.29733215893702,17600.0,6.0,5.0,1960.0,1960.0,30.0,1270.0,0.0,208.0,1478.0,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,2.0,1960.0,2.0,498.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,157500.0,49.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
349.0,160.0,36.0,2448.0,7.0,5.0,2003.0,2004.0,106.0,573.0,0.0,191.0,764.0,764.0,862.0,0.0,1626.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,2003.0,2.0,474.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,154000.0,4.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,WD,Normal,Burbuja
350.0,60.0,56.0,20431.0,9.0,5.0,2005.0,2006.0,149.9119101943686,1410.0,0.0,438.0,1848.0,1848.0,880.0,0.0,2728.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,2.0,2006.0,3.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,437154.0,0.0,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,Crisis
351.0,120.0,68.0,7820.0,9.0,5.0,2007.0,2007.0,362.0,0.0,0.0,1754.6432756752124,1869.0,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,2.0,617.0,210.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,318061.0,0.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,New,Partial,Crisis
352.0,120.0,56.300852615942375,5271.0,7.0,5.0,1986.0,1986.0,0.0,1082.0,0.0,371.0,1453.0,1453.0,0.0,0.0,1453.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,1.0,1986.0,2.0,445.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,190000.0,20.0,RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Abnorml,Crisis
353.0,50.0,60.0,9084.0,5.0,6.0,1941.0,1950.0,0.0,236.0,0.0,0.0,616.0,616.0,495.0,0.0,1111.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,1941.0,1.0,200.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,95000.0,58.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,Mn,LwQ,Rec,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,Fa,Y,ConLw,Normal,Burbuja
354.0,30.0,60.0,8520.0,6.0,8.0,1928.0,2003.0,0.0,0.0,0.0,624.0,624.0,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,2005.0,2.0,484.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,105900.0,7.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Burbuja
355.0,50.0,60.0,8400.0,6.0,5.0,1940.0,2000.0,0.0,388.0,0.0,552.0,940.0,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,1940.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,140000.0,6.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Crisis
356.0,20.0,105.0,11249.0,6.0,5.0,1995.0,1995.0,0.0,334.0,0.0,322.0,1200.0,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1995.0,2.0,521.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,177500.0,12.0,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
357.0,20.0,69.36498227438679,9248.0,6.0,6.0,1992.0,1992.0,106.0,560.0,0.0,598.0,1158.0,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1992.0,2.0,400.0,120.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,173000.0,17.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
358.0,120.0,44.0,4224.0,5.0,5.0,1976.0,1976.0,0.0,874.0,0.0,268.0,1142.0,1142.0,0.0,0.0,1142.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1976.0,2.0,528.0,69.6948035311079,90.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,134000.0,31.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Crisis
359.0,80.0,92.0,6930.0,5.0,4.0,1958.0,1958.0,120.0,300.0,0.0,468.0,1062.0,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,0.0,1958.0,1.0,288.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,130000.0,48.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,GasA,Ex,Y,FuseF,Gd,Min2,BuiltIn,Unf,TA,TA,Y,WD,Abnorml,Crisis
360.0,60.0,78.0,12011.0,8.0,5.0,1998.0,1998.0,131.87266964106675,956.0,0.0,130.0,1086.0,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1998.0,2.0,592.0,208.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,280000.0,8.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
361.0,85.0,57.36897677665789,7540.0,6.0,6.0,1978.0,1978.0,0.0,773.0,0.0,115.0,888.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1978.0,2.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,156000.0,29.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
362.0,50.0,64.85578800512496,9144.0,5.0,5.0,1940.0,1982.0,0.0,399.0,0.0,484.0,883.0,988.0,517.0,0.0,1505.0,1.0,0.0,1.0,0.0,3.0,1.0,8.0,0.0,1940.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,145000.0,26.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal,Burbuja
363.0,85.0,64.0,7301.0,7.0,5.0,2003.0,2003.0,73.96081278035365,0.0,0.0,0.0,258.05841814627524,495.0,1427.0,0.0,1922.0,0.0,0.0,3.0,0.0,4.0,1.0,7.0,1.0,2003.0,2.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,198500.0,6.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,ConLD,Normal,Burbuja
364.0,160.0,42.041212432142515,1680.0,6.0,8.0,1972.0,2007.0,30.29100822106966,162.0,0.0,321.0,483.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1972.0,1.0,264.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,118000.0,2.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Burbuja
365.0,60.0,76.71822472260132,18800.0,6.0,5.0,1976.0,1976.0,120.0,712.0,0.0,84.0,796.0,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1976.0,2.0,566.0,306.0,111.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,190000.0,30.0,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Crisis
366.0,70.0,59.0,10690.0,5.0,7.0,1920.0,1997.0,0.0,456.0,0.0,216.0,672.0,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1964.0,1.0,468.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,147000.0,12.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,Fa,Y,WD,Normal,Burbuja
367.0,20.0,79.47143183600195,9500.0,6.0,5.0,1963.0,1963.0,247.0,609.0,0.0,785.0,1394.0,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1963.0,2.0,514.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,159000.0,46.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
368.0,80.0,101.0,9150.0,6.0,5.0,1962.0,1962.0,305.0,371.0,0.0,728.0,1099.0,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1962.0,1.0,296.0,64.0,110.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,165000.0,46.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,WD,Normal,Burbuja
