"Id","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
150,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1936,"Unf",1,240,"Fa","TA","Y",200,114,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
151,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1975,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,1,2007,"WD","Normal"
152,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,866,"TA","TA","Y",0,102,0,0,0,0,NA,NA,NA,0,1,2008,"New","Partial"
153,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",1971,"RFn",2,495,"TA","TA","Y",0,66,0,0,0,0,NA,"GdWo",NA,0,6,2006,"WD","Normal"
154,0,1,1,"TA",4,"Typ",1,"Gd","Attchd",1960,"RFn",2,564,"TA","TA","Y",409,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
155,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1923,"Unf",1,312,"Fa","Fa","Y",0,0,228,0,0,0,NA,NA,NA,0,3,2006,"WD","Family"
156,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,8,128,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
157,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",2,625,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
158,1,4,1,"Ex",8,"Typ",1,"Gd","BuiltIn",2009,"Fin",3,680,"TA","TA","Y",0,75,0,0,0,0,NA,NA,NA,0,5,2010,"New","Partial"
159,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,678,"TA","TA","Y",0,136,0,0,0,0,NA,"GdWo",NA,0,5,2010,"WD","Normal"
160,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",2006,"RFn",2,576,"TA","TA","Y",239,132,0,168,0,0,NA,NA,NA,0,3,2006,"New","Partial"
161,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1984,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
162,1,3,1,"Ex",10,"Typ",2,"Gd","BuiltIn",2003,"Fin",3,726,"TA","TA","Y",400,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
163,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"RFn",2,532,"TA","TA","Y",0,70,0,0,0,0,NA,NA,NA,0,5,2010,"New","Partial"
164,0,1,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,4,2007,"WD","Normal"
165,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1926,"Unf",1,216,"TA","TA","Y",0,0,183,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal"
166,0,4,2,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",140,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
167,0,2,1,"TA",7,"Typ",3,"Gd","Attchd",1955,"Fin",1,303,"TA","TA","Y",476,0,0,0,142,0,NA,"GdWo",NA,0,11,2009,"COD","Normal"
168,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,789,"TA","TA","Y",178,120,0,0,0,0,NA,NA,NA,0,11,2007,"New","Partial"
169,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,440,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
170,1,2,1,"TA",6,"Typ",1,"TA","Attchd",1981,"RFn",2,511,"TA","TA","Y",574,64,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal"
171,1,2,1,"TA",7,"Typ",0,NA,"Detchd",1991,"Unf",2,660,"TA","TA","Y",237,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
172,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1960,"Fin",2,528,"TA","TA","P",210,62,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
173,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1987,"RFn",2,504,"Gd","TA","Y",441,35,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
174,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1961,"Unf",2,504,"TA","TA","Y",0,20,0,0,0,0,NA,NA,NA,0,6,2008,"COD","Normal"
175,0,3,1,"TA",7,"Min2",1,"TA","Attchd",1986,"Fin",2,616,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Normal"
176,0,4,1,"Gd",7,"Typ",1,"Gd","Attchd",1950,"Unf",2,576,"TA","TA","Y",0,29,39,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
177,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1988,"Unf",2,521,"TA","TA","Y",0,228,0,0,192,0,NA,NA,NA,0,9,2007,"WD","Normal"
178,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1958,"Unf",2,451,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
179,0,1,1,"Ex",9,"Typ",1,"Gd","Attchd",2009,"Fin",3,1166,"TA","TA","Y",0,60,0,0,0,0,NA,NA,NA,0,7,2009,"New","Partial"
180,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1935,"Unf",2,480,"Fa","TA","N",0,0,184,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
181,1,3,1,"Gd",5,"Typ",1,"TA","Detchd",2000,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
182,1,4,1,"TA",9,"Typ",1,"Gd","Detchd",1920,"Unf",1,216,"Fa","TA","Y",0,0,40,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
183,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1957,"RFn",1,252,"TA","TA","Y",116,0,0,180,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
184,1,3,1,"Gd",6,"Mod",0,NA,"Detchd",2003,"Unf",2,484,"TA","TA","N",280,238,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
185,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1986,"Unf",2,576,"TA","TA","Y",104,0,0,0,0,0,NA,"MnPrv",NA,0,6,2006,"WD","Normal"
186,1,4,1,"Ex",12,"Typ",2,"TA","Detchd",1993,"Unf",3,840,"Ex","TA","Y",0,260,0,0,410,0,NA,"GdPrv",NA,0,6,2006,"WD","Normal"
187,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1990,"Unf",2,497,"TA","TA","Y",168,27,0,0,0,0,NA,"GdPrv",NA,0,6,2009,"WD","Normal"
188,1,3,1,"TA",8,"Min2",0,NA,"Detchd",1916,"Unf",1,180,"Fa","Fa","N",0,0,0,140,0,0,NA,"MnPrv",NA,0,8,2009,"WD","Normal"
189,2,2,2,"TA",6,"Typ",2,"TA","Detchd",1979,"Unf",2,528,"TA","TA","Y",120,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Alloca"
190,1,0,1,"Ex",5,"Typ",1,"Gd","Attchd",2001,"Fin",2,682,"TA","TA","Y",0,120,0,0,224,0,NA,NA,NA,0,8,2008,"WD","Normal"
191,1,3,1,"Gd",10,"Maj1",2,"TA","Detchd",1932,"Unf",2,440,"TA","TA","Y",0,74,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal"
192,1,4,1,"Gd",7,"Typ",0,NA,"Attchd",1972,"Fin",2,484,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
193,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1999,"Fin",2,666,"TA","TA","Y",0,35,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
194,0,3,1,"Gd",7,"Maj1",0,NA,"Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
195,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1989,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
196,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1976,"Unf",2,440,"TA","TA","Y",87,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
197,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,786,"TA","TA","Y",171,138,0,0,266,0,NA,NA,NA,0,9,2007,"New","Partial"
198,0,4,1,"Gd",8,"Typ",1,"Ex","Detchd",1918,"Unf",2,795,"TA","TA","Y",0,16,552,0,0,512,"Ex","GdPrv",NA,0,3,2006,"WD","Abnorml"
199,0,5,1,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,198,30,0,0,0,NA,"MnPrv",NA,0,7,2009,"WD","Abnorml"
200,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2004,"Fin",3,856,"TA","TA","Y",0,26,0,0,170,0,NA,NA,NA,0,1,2009,"WD","Normal"
201,0,2,1,"TA",5,"Typ",0,NA,"Attchd",2003,"RFn",2,440,"TA","TA","Y",132,64,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
202,0,3,1,"TA",6,"Typ",2,"Fa","Detchd",1980,"Unf",2,473,"TA","TA","Y",238,83,0,0,0,0,NA,"MnPrv",NA,0,2,2008,"WD","Normal"
203,0,2,1,"TA",6,"Min1",0,NA,"Attchd",1924,"Unf",1,398,"TA","TA","Y",0,0,126,0,0,0,NA,NA,NA,0,5,2006,"COD","Normal"
204,0,1,1,"Gd",3,"Typ",1,"Gd","Attchd",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,NA,NA,NA,0,1,2008,"WD","Normal"
205,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1948,"Unf",1,240,"TA","TA","Y",0,35,0,0,0,0,NA,"MnWw",NA,0,4,2009,"WD","Normal"
206,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1990,"RFn",2,500,"TA","TA","Y",0,34,0,508,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
207,1,3,1,"TA",8,"Min2",1,"TA","Attchd",1962,"RFn",1,349,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal"
208,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1960,"RFn",1,312,"TA","TA","Y",355,0,0,0,0,0,NA,"GdWo",NA,0,4,2008,"WD","Normal"
209,1,3,1,"TA",7,"Typ",1,"Gd","Attchd",1988,"Fin",2,454,"TA","TA","Y",60,55,0,0,154,0,NA,NA,NA,0,4,2007,"WD","Normal"
210,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1964,"RFn",2,504,"TA","Gd","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD","Normal"
211,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,96,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
212,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2009,"RFn",2,460,"TA","TA","Y",100,22,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
213,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2009,"RFn",2,644,"TA","TA","Y",168,108,0,0,0,0,NA,NA,NA,0,7,2009,"New","Partial"
214,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1996,"Unf",2,576,"TA","TA","Y",224,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
215,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1977,"Fin",1,299,"TA","TA","Y",0,36,0,0,0,0,NA,"MnPrv","Shed",450,3,2010,"WD","Normal"
216,0,2,1,"Gd",6,"Min1",1,"Fa","Attchd",1957,"Unf",1,447,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2006,"WD","Normal"
217,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",2004,"Unf",2,484,"TA","TA","Y",139,98,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
218,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,210,"TA","TA","Y",0,172,60,0,0,0,NA,NA,NA,0,9,2006,"WD","Family"
219,1,3,1,"Gd",8,"Typ",2,"TA","Attchd",1939,"Unf",2,431,"TA","TA","Y",0,119,150,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
220,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,438,"TA","TA","Y",108,0,0,0,0,0,NA,NA,NA,0,3,2006,"New","Partial"
221,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2006,"RFn",2,675,"TA","TA","Y",351,33,0,0,0,0,NA,NA,NA,0,4,2006,"New","Partial"
222,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",2002,"RFn",2,390,"TA","TA","Y",120,46,0,0,0,0,NA,NA,NA,0,12,2009,"ConLI","Normal"
223,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1975,"RFn",2,434,"TA","TA","Y",209,208,0,0,0,0,NA,"MnPrv",NA,0,2,2006,"WD","Normal"
224,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1989,"Unf",2,576,"TA","TA","Y",216,0,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Abnorml"
225,0,3,1,"Ex",8,"Typ",1,"Ex","Attchd",2003,"Fin",3,968,"TA","TA","Y",248,105,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
226,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1991,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"COD","Abnorml"
227,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1995,"RFn",3,721,"TA","TA","Y",224,114,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Abnorml"
228,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1987,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
229,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1974,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD","Normal"
230,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",2,430,"TA","TA","Y",143,20,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
231,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
232,1,4,1,"Ex",9,"Typ",1,"TA","Attchd",1995,"Fin",3,810,"TA","TA","Y",0,146,202,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
233,1,2,1,"TA",5,"Typ",1,"Po","Attchd",1972,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
234,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1976,"Unf",1,308,"TA","TA","Y",365,0,0,0,0,0,NA,"MnPrv",NA,0,2,2010,"WD","Normal"
235,1,4,1,"Gd",8,"Typ",2,"TA","BuiltIn",2002,"Fin",2,440,"TA","TA","Y",288,48,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
236,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1971,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
237,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2004,"RFn",2,494,"TA","TA","Y",132,105,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
238,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1993,"RFn",2,457,"TA","TA","Y",370,70,0,238,0,0,NA,NA,NA,0,2,2010,"WD","Normal"
239,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",3,818,"TA","TA","Y",168,228,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial"
240,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1949,"Unf",1,220,"TA","TA","Y",0,140,0,0,0,0,NA,"MnPrv",NA,0,4,2010,"WD","Normal"
241,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2008,"RFn",2,750,"TA","TA","Y",144,168,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
242,0,2,1,"Gd",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",58,42,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
243,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1940,"Unf",1,352,"Fa","TA","Y",0,0,77,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
244,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1980,"RFn",1,288,"TA","TA","Y",0,28,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal"
245,1,3,1,"Gd",8,"Typ",2,"Fa","Attchd",1994,"RFn",2,463,"TA","TA","Y",0,130,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
246,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1988,"Fin",2,604,"TA","TA","Y",197,39,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
247,0,4,2,"Fa",9,"Typ",0,NA,"Detchd",1910,"Unf",1,440,"Po","Po","Y",0,60,112,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
248,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Unf",2,451,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
249,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2003,"RFn",2,500,"TA","TA","Y",144,68,0,0,0,0,NA,NA,NA,0,9,2007,"WD","Normal"
250,0,4,1,"Gd",7,"Typ",2,"TA","Attchd",1958,"Fin",2,389,"TA","TA","Y",0,98,0,0,0,0,NA,NA,"Shed",500,6,2007,"WD","Normal"
251,0,3,1,"Fa",6,"Mod",0,NA,NA,NA,NA,0,0,NA,NA,"Y",263,0,0,0,0,0,NA,"GdWo","Shed",450,5,2010,"WD","Normal"
252,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",2,538,"TA","TA","Y",123,0,0,0,153,0,NA,NA,NA,0,12,2007,"WD","Family"
253,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2004,"RFn",2,520,"TA","TA","Y",138,45,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
254,0,3,1,"Gd",7,"Min1",0,NA,"Attchd",1964,"RFn",1,309,"TA","TA","Y",333,0,0,0,0,0,NA,"MnPrv",NA,0,10,2007,"CWD","Normal"
255,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1957,"RFn",1,294,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
256,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",1999,"Fin",2,429,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal"
257,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2003,"RFn",2,673,"TA","TA","Y",216,56,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
258,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",2,660,"TA","TA","Y",123,110,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Abnorml"
259,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2001,"RFn",2,564,"TA","TA","Y",0,96,0,245,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
260,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1956,"Unf",1,308,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
261,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1991,"Unf",2,884,"TA","TA","Y",0,0,252,0,0,0,NA,"GdWo",NA,0,5,2009,"WD","Normal"
262,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,868,"TA","TA","Y",0,148,0,0,0,0,NA,NA,NA,0,11,2007,"New","Partial"
263,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Unf",2,492,"TA","TA","Y",292,12,0,0,0,0,NA,"GdWo",NA,0,7,2006,"WD","Normal"
264,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1974,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
265,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1965,"Unf",2,504,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
266,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1981,"Fin",2,576,"TA","TA","Y",276,0,0,0,0,0,NA,"GdPrv",NA,0,6,2008,"WD","Normal"
267,1,3,1,"TA",8,"Typ",1,"TA","Attchd",1997,"Fin",2,413,"TA","TA","Y",95,75,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
268,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",262,24,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
269,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1966,"Fin",1,924,"Ex","Ex","Y",0,25,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal"
270,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1987,"RFn",1,504,"TA","Gd","Y",370,30,0,0,0,0,NA,"GdPrv",NA,0,5,2007,"WD","Normal"
271,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,1053,"TA","TA","Y",192,51,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial"
272,0,2,1,"TA",5,"Mod",2,"TA","Attchd",1954,"Unf",2,439,"TA","TA","Y",81,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
273,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1999,"Fin",3,671,"TA","TA","Y",132,57,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
274,0,3,1,"TA",6,"Min1",1,"Gd","Attchd",1958,"RFn",1,338,"TA","TA","Y",289,0,0,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD","Normal"
275,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1982,"Unf",1,264,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
276,1,3,1,"Ex",5,"Typ",0,NA,"Detchd",1978,"Unf",2,672,"TA","TA","Y",74,0,0,0,144,0,NA,NA,NA,0,10,2009,"WD","Normal"
277,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2003,"Fin",2,573,"TA","TA","Y",100,150,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
278,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1951,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
279,1,3,1,"Ex",8,"Typ",1,"Ex","Attchd",2007,"Fin",3,732,"TA","TA","Y",124,98,0,0,142,0,NA,NA,NA,0,5,2007,"New","Partial"
280,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1977,"Fin",2,505,"TA","TA","Y",288,117,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
281,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1989,"Fin",2,575,"TA","TA","Y",0,84,0,196,0,0,NA,NA,NA,0,1,2007,"WD","Normal"
282,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2006,"Fin",2,572,"TA","TA","Y",0,120,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial"
283,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",2,626,"TA","TA","Y",172,62,0,0,0,0,NA,NA,NA,0,4,2009,"ConLw","Normal"
284,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"Fin",3,898,"TA","TA","Y",210,150,0,0,0,0,NA,NA,NA,0,12,2009,"New","Partial"
285,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1992,"RFn",2,529,"TA","TA","Y",0,0,52,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
286,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",2006,"RFn",2,528,"TA","TA","Y",0,54,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial"
287,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",1962,"RFn",2,440,"TA","TA","Y",0,0,0,0,128,0,NA,"GdPrv",NA,0,6,2006,"WD","Normal"
288,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
289,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1970,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,2,2010,"WD","Normal"
290,0,3,1,"TA",7,"Typ",0,NA,"Detchd",2003,"Unf",1,384,"TA","TA","Y",0,0,0,0,259,0,NA,NA,NA,0,7,2007,"WD","Normal"
291,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",2,685,"Gd","TA","Y",0,51,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial"
292,0,6,1,"Fa",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,184,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
293,1,3,1,"TA",8,"Min2",1,"Gd","Attchd",1949,"Unf",1,281,"TA","TA","Y",0,0,0,0,160,0,NA,NA,NA,0,1,2009,"WD","Normal"
294,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1977,"Fin",2,539,"TA","TA","Y",0,250,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
295,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1953,"Fin",2,418,"TA","TA","Y",110,0,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal"
296,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1984,"Unf",2,588,"TA","TA","Y",120,0,0,0,0,0,NA,"GdPrv",NA,0,3,2006,"WD","Normal"
297,1,4,1,"TA",6,"Typ",0,NA,"Attchd",1950,"Unf",1,282,"TA","TA","Y",289,0,0,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
298,1,3,1,"Gd",7,"Typ",1,"TA","Detchd",1997,"RFn",2,576,"TA","TA","Y",0,10,0,0,198,0,NA,NA,NA,0,6,2007,"WD","Normal"
299,2,3,1,"TA",7,"Typ",1,"Gd","Attchd",1968,"Unf",2,539,"TA","TA","Y",224,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
300,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1950,"Unf",1,300,"TA","TA","Y",0,36,0,0,0,0,NA,"GdPrv",NA,0,8,2009,"WD","Family"
301,0,2,1,"TA",5,"Typ",2,"Gd","Attchd",1953,"Unf",1,375,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
